fm_fund_id,fm_id,fund_id,fund_name,vintage_year,region,sector,strategy,fund_size_amt,fund_currency,target_fund_size_amt,target_fund_size_currency
17968,5579,38989,CSP IV Coinvestment,2017,North America,Diversified,Fund of Funds / Co-Investment,125000000.0,USD,0.0,USD
12586,5579,38989,CSP IV Coinvestment,2017,Western Europe,Diversified,Fund of Funds / Co-Investment,125000000.0,USD,0.0,USD
22928,5579,39174,Carlyle Middle Market Fund,2017,North America,Diversified,Mezzanine / Debt,150000000.0,USD,1500000000.0,USD
12555,5579,39222,CGMS Structured Credit Coinvestment,2017,Asia-Pacific,Diversified,Mezzanine / Debt,36500000.0,USD,0.0,USD
5896,5579,39222,CGMS Structured Credit Coinvestment,2017,Central/Eastern Europe,Diversified,Mezzanine / Debt,36500000.0,USD,0.0,USD
11324,5579,39222,CGMS Structured Credit Coinvestment,2017,Latin America,Diversified,Mezzanine / Debt,36500000.0,USD,0.0,USD
12990,5579,39222,CGMS Structured Credit Coinvestment,2017,Middle East/Africa,Diversified,Mezzanine / Debt,36500000.0,USD,0.0,USD
18836,5579,39222,CGMS Structured Credit Coinvestment,2017,North America,Diversified,Mezzanine / Debt,36500000.0,USD,0.0,USD
24166,5579,39222,CGMS Structured Credit Coinvestment,2017,Western Europe,Diversified,Mezzanine / Debt,36500000.0,USD,0.0,USD
10411,5579,38165,Highlander Euro CDO,2006,Western Europe,Diversified,Mezzanine / Debt,500000000.0,EUR,500000000.0,EUR
15078,5579,38167,Highlander Euro CDO II,2006,Western Europe,Diversified,Mezzanine / Debt,700000000.0,EUR,700000000.0,EUR
16822,5579,38168,Highlander Euro CDO III,2006,Western Europe,Diversified,Mezzanine / Debt,800000000.0,EUR,800000000.0,EUR
28403,5579,38169,Highlander Euro CDO IV,2008,Western Europe,Diversified,Mezzanine / Debt,458800000.0,EUR,458800000.0,EUR
2780,5579,38181,Carlyle Global Market Strategies CLO 2016-4 (CGMS 2016-4),2016,North America,Diversified,Mezzanine / Debt,507000000.0,USD,507000000.0,USD
8291,5579,38189,Carlyle Structured Credit Fund,2016,Asia-Pacific,Diversified,Mezzanine / Debt,808410000.0,USD,1000000000.0,USD
27879,5579,38189,Carlyle Structured Credit Fund,2016,Central/Eastern Europe,Diversified,Mezzanine / Debt,808410000.0,USD,1000000000.0,USD
12065,5579,38189,Carlyle Structured Credit Fund,2016,Latin America,Diversified,Mezzanine / Debt,808410000.0,USD,1000000000.0,USD
6050,5579,38189,Carlyle Structured Credit Fund,2016,Middle East/Africa,Diversified,Mezzanine / Debt,808410000.0,USD,1000000000.0,USD
14732,5579,38189,Carlyle Structured Credit Fund,2016,North America,Diversified,Mezzanine / Debt,808410000.0,USD,1000000000.0,USD
7211,5579,38189,Carlyle Structured Credit Fund,2016,Western Europe,Diversified,Mezzanine / Debt,808410000.0,USD,1000000000.0,USD
12353,5579,38156,CELF Loan Partners III,2006,Western Europe,Diversified,Mezzanine / Debt,507500000.0,EUR,507500000.0,EUR
13583,5579,38157,CELF Loan Partners IV,2007,Western Europe,Diversified,Mezzanine / Debt,600000000.0,EUR,600000000.0,EUR
13606,5579,38158,CELF Loan Partners V,2008,Western Europe,Diversified,Mezzanine / Debt,401300000.0,EUR,401300000.0,EUR
23569,5579,38159,CELF Loan Partners 2008-2 Limited (CELF 2008-2),2008,Western Europe,Diversified,Mezzanine / Debt,556250000.0,EUR,556250000.0,EUR
25754,5579,38160,CELF Partnership Loan Funding 2008-I Limited (CPLF),2008,Western Europe,Diversified,Mezzanine / Debt,1500000000.0,EUR,1500000000.0,EUR
21439,5579,38164,CELF Low Levered Partners (CELL),2007,Western Europe,Diversified,Mezzanine / Debt,355000000.0,EUR,355000000.0,EUR
12678,5579,38150,Carlyle Global Market Strategies Euro CLO 2015-1 (CGMS Euro 2015-1),2015,Western Europe,Diversified,Mezzanine / Debt,500000000.0,EUR,500000000.0,EUR
10085,5579,38151,Carlyle Global Market Strategies Euro CLO 2015-2 (CGMS Euro 2015-2),2015,Western Europe,Diversified,Mezzanine / Debt,414300000.0,EUR,414300000.0,EUR
24897,5579,38152,Carlyle Global Market Strategies Euro CLO 2015-3 (CGMS Euro 2015-3),2015,Western Europe,Diversified,Mezzanine / Debt,517000000.0,EUR,517000000.0,EUR
10778,5579,38153,Carlyle Global Market Strategies Euro CLO 2016-1 (CGMS Euro 2016-1),2016,Western Europe,Diversified,Mezzanine / Debt,410000000.0,EUR,410000000.0,EUR
13929,5579,38154,CELF Loan Partners,2005,Western Europe,Diversified,Mezzanine / Debt,450000000.0,EUR,450000000.0,EUR
23739,5579,38155,CELF Loan Partners II,2005,Western Europe,Diversified,Mezzanine / Debt,475000000.0,EUR,475000000.0,EUR
26004,5579,38144,Carlyle Global Market Strategies CLO 2015-5 (CGMS 2015-5),2015,North America,Diversified,Mezzanine / Debt,406850000.0,USD,406850000.0,USD
25129,5579,38145,Carlyle Global Market Strategies CLO 2016-2 (CGMS 2016-2),2016,North America,Diversified,Mezzanine / Debt,499000000.0,USD,499000000.0,USD
15743,5579,38146,Carlyle Global Market Strategies Euro CLO 2013-2 (CGMS Euro 2013-2),2013,Western Europe,Diversified,Mezzanine / Debt,329540000.0,EUR,329540000.0,EUR
1700,5579,38147,Carlyle Global Market Strategies Euro CLO 2014-1 (CGMS Euro 2014-1),2014,Western Europe,Diversified,Mezzanine / Debt,375000000.0,EUR,375000000.0,EUR
28337,5579,38148,Carlyle Global Market Strategies Euro CLO 2014-2 (CGMS Euro 2014-2),2014,Western Europe,Diversified,Mezzanine / Debt,402000000.0,EUR,402000000.0,EUR
14941,5579,38149,Carlyle Global Market Strategies Euro CLO 2014-3 (CGMS Euro 2014-3),2014,Western Europe,Diversified,Mezzanine / Debt,450000000.0,EUR,450000000.0,EUR
10002,5579,38138,Carlyle Global Market Strategies CLO 2014-3 (CGMS 2014-3),2014,North America,Diversified,Mezzanine / Debt,811000000.0,USD,811000000.0,USD
25503,5579,38139,Carlyle Global Market Strategies CLO 2014-4 (CGMS 2014-4),2014,North America,Diversified,Mezzanine / Debt,571400000.0,USD,571400000.0,USD
24084,5579,38140,Carlyle Global Market Strategies CLO 2014-5 (CGMS 2014-5),2014,North America,Diversified,Mezzanine / Debt,512000000.0,USD,512000000.0,USD
2479,5579,38141,Carlyle Global Market Strategies CLO 2015-1 (CGMS 2015-1),2015,North America,Diversified,Mezzanine / Debt,676070000.0,USD,0.0,USD
6116,5579,38142,Carlyle Global Market Strategies CLO 2015-2 (CGMS 2015-2),2015,North America,Diversified,Mezzanine / Debt,610300000.0,USD,610300000.0,USD
10847,5579,38143,Carlyle Global Market Strategies CLO 2015-4 (CGMS 2015-4),2015,North America,Diversified,Mezzanine / Debt,509100000.0,USD,509100000.0,USD
22143,5579,38127,Carlyle Global Market Strategies CLO 2013-1 (CGMS 2013-1),2013,North America,Diversified,Mezzanine / Debt,604900000.0,USD,604900000.0,USD
8937,5579,38128,Carlyle Global Market Strategies CLO 2013-2 (CGMS 2013-2),2013,North America,Diversified,Mezzanine / Debt,622040000.0,USD,622040000.0,USD
28060,5579,38129,Carlyle Global Market Strategies CLO 2013-3 (CGMS 2013-3),2013,North America,Diversified,Mezzanine / Debt,521500000.0,USD,521500000.0,USD
3220,5579,38130,Carlyle Global Market Strategies CLO 2013-4 (CGMS 2013-4),2013,North America,Diversified,Mezzanine / Debt,415200000.0,USD,415200000.0,USD
13007,5579,38131,Carlyle Global Market Strategies CLO 2014-1 (CGMS 2014-1),2014,North America,Diversified,Mezzanine / Debt,730000000.0,USD,730000000.0,USD
3927,5579,38132,Carlyle Global Market Strategies CLO 2014-2 (CGMS 2014-2),2014,North America,Diversified,Mezzanine / Debt,617500000.0,USD,617500000.0,USD
18758,5579,38121,Mountain Capital VI (MCAP VI),2007,North America,Diversified,Mezzanine / Debt,400000000.0,USD,400000000.0,USD
29591,5579,38122,Carlyle Global Market Strategies CLO 2011-1 (CGMS 2011-1),2011,North America,Diversified,Mezzanine / Debt,507000000.0,USD,507000000.0,USD
10281,5579,38123,Carlyle Global Market Strategies CLO 2012-1 (CGMS 2012-1),2012,North America,Diversified,Mezzanine / Debt,510000000.0,USD,510000000.0,USD
2407,5579,38124,Carlyle Global Market Strategies CLO 2012-2 (CGMS 2012-2),2012,North America,Diversified,Mezzanine / Debt,510000000.0,USD,510000000.0,USD
26136,5579,38125,Carlyle Global Market Strategies CLO 2012-3 (CGMS 2012-3),2012,North America,Diversified,Mezzanine / Debt,615860000.0,USD,615860000.0,USD
20256,5579,38126,Carlyle Global Market Strategies CLO 2012-4 (CGMS 2012-4),2012,North America,Diversified,Mezzanine / Debt,620250000.0,USD,620250000.0,USD
29168,5579,38106,Carlyle Global Market Strategies CLO 2016-1 (CGMS 2016-1),2016,North America,Diversified,Mezzanine / Debt,507000000.0,USD,507000000.0,USD
27442,5579,38116,Carlyle Credit Partners Financing I (CCP Financing I),2008,North America,Diversified,Mezzanine / Debt,450000000.0,USD,450000000.0,USD
23622,5579,38117,Carlyle Synthetic CLO,2007,North America,Diversified,Mezzanine / Debt,570000000.0,USD,570000000.0,USD
19668,5579,38118,Mountain Capital III (MCAP III),2004,North America,Diversified,Mezzanine / Debt,332340000.0,USD,332340000.0,USD
11202,5579,38119,Mountain Capital IV (MCAP IV),2005,North America,Diversified,Mezzanine / Debt,307150000.0,USD,307150000.0,USD
30160,5579,38120,Mountain Capital V (MCAP V),2006,North America,Diversified,Mezzanine / Debt,308900000.0,USD,308900000.0,USD
3415,5579,3041,Carlyle Sub-Saharan Africa Fund,2013,Middle East/Africa,Consumer Goods,Venture Capital / Growth Equity,698020000.0,USD,500000000.0,USD
6205,5579,3041,Carlyle Sub-Saharan Africa Fund,2013,Middle East/Africa,Diversified,Venture Capital / Growth Equity,698020000.0,USD,500000000.0,USD
6074,5579,3041,Carlyle Sub-Saharan Africa Fund,2013,Middle East/Africa,Energy / Oil & Gas,Venture Capital / Growth Equity,698020000.0,USD,500000000.0,USD
10962,5579,3041,Carlyle Sub-Saharan Africa Fund,2013,Middle East/Africa,Financial Services,Venture Capital / Growth Equity,698020000.0,USD,500000000.0,USD
1684,5579,3041,Carlyle Sub-Saharan Africa Fund,2013,Middle East/Africa,Industrials,Venture Capital / Growth Equity,698020000.0,USD,500000000.0,USD
538,5579,3041,Carlyle Sub-Saharan Africa Fund,2013,Middle East/Africa,Retail,Venture Capital / Growth Equity,698020000.0,USD,500000000.0,USD
6990,5579,3041,Carlyle Sub-Saharan Africa Fund,2013,Middle East/Africa,TMT,Venture Capital / Growth Equity,698020000.0,USD,500000000.0,USD
3231,5579,3041,Carlyle Sub-Saharan Africa Fund,2013,Middle East/Africa,Transport,Venture Capital / Growth Equity,698020000.0,USD,500000000.0,USD
13441,5579,32843,Carlyle Energy Mezzanine Opportunities Fund II,2014,North America,Energy / Oil & Gas,Mezzanine / Debt,2820000000.0,USD,3000000000.0,USD
27745,5579,32900,Carlyle US Equity Opportunity Fund II,2014,North America,Diversified,Buyout / Corporate Private Equity,2400000000.0,USD,2000000000.0,USD
28620,5579,37405,Carlyle Global Market Strategies CLO 2016-3 (CGMS 2016-3),2016,North America,Diversified,Mezzanine / Debt,505000000.0,USD,505000000.0,USD
18890,5579,35811,Carlyle Global Partners,2015,Asia-Pacific,Diversified,Buyout / Corporate Private Equity,3590000000.0,USD,5000000000.0,USD
18369,5579,35811,Carlyle Global Partners,2015,Asia-Pacific,TMT,Buyout / Corporate Private Equity,3590000000.0,USD,5000000000.0,USD
24900,5579,35811,Carlyle Global Partners,2015,Central/Eastern Europe,Diversified,Buyout / Corporate Private Equity,3590000000.0,USD,5000000000.0,USD
4644,5579,35811,Carlyle Global Partners,2015,Central/Eastern Europe,TMT,Buyout / Corporate Private Equity,3590000000.0,USD,5000000000.0,USD
24614,5579,35811,Carlyle Global Partners,2015,Latin America,Diversified,Buyout / Corporate Private Equity,3590000000.0,USD,5000000000.0,USD
2524,5579,35811,Carlyle Global Partners,2015,Latin America,TMT,Buyout / Corporate Private Equity,3590000000.0,USD,5000000000.0,USD
2222,5579,35811,Carlyle Global Partners,2015,Middle East/Africa,Diversified,Buyout / Corporate Private Equity,3590000000.0,USD,5000000000.0,USD
6947,5579,35811,Carlyle Global Partners,2015,Middle East/Africa,TMT,Buyout / Corporate Private Equity,3590000000.0,USD,5000000000.0,USD
17955,5579,35811,Carlyle Global Partners,2015,North America,Diversified,Buyout / Corporate Private Equity,3590000000.0,USD,5000000000.0,USD
26440,5579,35811,Carlyle Global Partners,2015,North America,TMT,Buyout / Corporate Private Equity,3590000000.0,USD,5000000000.0,USD
17015,5579,35811,Carlyle Global Partners,2015,Western Europe,Diversified,Buyout / Corporate Private Equity,3590000000.0,USD,5000000000.0,USD
16873,5579,35811,Carlyle Global Partners,2015,Western Europe,TMT,Buyout / Corporate Private Equity,3590000000.0,USD,5000000000.0,USD
23791,5579,36199,Carlyle Asia Growth Partners V,2016,Asia-Pacific,Consumer Goods,Venture Capital / Growth Equity,339080000.0,USD,1000000000.0,USD
1664,5579,36199,Carlyle Asia Growth Partners V,2016,Asia-Pacific,Diversified,Venture Capital / Growth Equity,339080000.0,USD,1000000000.0,USD
5266,5579,36199,Carlyle Asia Growth Partners V,2016,Asia-Pacific,Retail,Venture Capital / Growth Equity,339080000.0,USD,1000000000.0,USD
27849,5579,28198,Carlyle Europe Partners IV,2014,Western Europe,Business Services,Buyout / Corporate Private Equity,3670000000.0,EUR,3000000000.0,EUR
13071,5579,28198,Carlyle Europe Partners IV,2014,Western Europe,Consumer Goods,Buyout / Corporate Private Equity,3670000000.0,EUR,3000000000.0,EUR
7772,5579,28198,Carlyle Europe Partners IV,2014,Western Europe,Diversified,Buyout / Corporate Private Equity,3670000000.0,EUR,3000000000.0,EUR
22001,5579,28198,Carlyle Europe Partners IV,2014,Western Europe,Industrials,Buyout / Corporate Private Equity,3670000000.0,EUR,3000000000.0,EUR
23493,5579,28198,Carlyle Europe Partners IV,2014,Western Europe,Retail,Buyout / Corporate Private Equity,3670000000.0,EUR,3000000000.0,EUR
17598,5579,31825,Carlyle Europe Technology Partners III,2014,Central/Eastern Europe,Business Services,Venture Capital / Growth Equity,656570000.0,EUR,500000000.0,EUR
3516,5579,31825,Carlyle Europe Technology Partners III,2014,Central/Eastern Europe,Healthcare,Venture Capital / Growth Equity,656570000.0,EUR,500000000.0,EUR
24451,5579,31825,Carlyle Europe Technology Partners III,2014,Central/Eastern Europe,TMT,Venture Capital / Growth Equity,656570000.0,EUR,500000000.0,EUR
14766,5579,31825,Carlyle Europe Technology Partners III,2014,Western Europe,Business Services,Venture Capital / Growth Equity,656570000.0,EUR,500000000.0,EUR
17267,5579,31825,Carlyle Europe Technology Partners III,2014,Western Europe,Healthcare,Venture Capital / Growth Equity,656570000.0,EUR,500000000.0,EUR
27448,5579,31825,Carlyle Europe Technology Partners III,2014,Western Europe,TMT,Venture Capital / Growth Equity,656570000.0,EUR,500000000.0,EUR
169,5579,1728,Carlyle Strategic Partners III,2011,Asia-Pacific,Consumer Goods,Mezzanine / Debt,703000000.0,USD,1500000000.0,USD
29525,5579,1728,Carlyle Strategic Partners III,2011,Asia-Pacific,Diversified,Mezzanine / Debt,703000000.0,USD,1500000000.0,USD
11787,5579,1728,Carlyle Strategic Partners III,2011,Asia-Pacific,Energy / Oil & Gas,Mezzanine / Debt,703000000.0,USD,1500000000.0,USD
17211,5579,1728,Carlyle Strategic Partners III,2011,Asia-Pacific,Industrials,Mezzanine / Debt,703000000.0,USD,1500000000.0,USD
9703,5579,1728,Carlyle Strategic Partners III,2011,Asia-Pacific,Retail,Mezzanine / Debt,703000000.0,USD,1500000000.0,USD
29917,5579,1728,Carlyle Strategic Partners III,2011,North America,Consumer Goods,Mezzanine / Debt,703000000.0,USD,1500000000.0,USD
11920,5579,1728,Carlyle Strategic Partners III,2011,North America,Diversified,Mezzanine / Debt,703000000.0,USD,1500000000.0,USD
3302,5579,1728,Carlyle Strategic Partners III,2011,North America,Energy / Oil & Gas,Mezzanine / Debt,703000000.0,USD,1500000000.0,USD
12214,5579,1728,Carlyle Strategic Partners III,2011,North America,Industrials,Mezzanine / Debt,703000000.0,USD,1500000000.0,USD
9283,5579,1728,Carlyle Strategic Partners III,2011,North America,Retail,Mezzanine / Debt,703000000.0,USD,1500000000.0,USD
3286,5579,1728,Carlyle Strategic Partners III,2011,Western Europe,Consumer Goods,Mezzanine / Debt,703000000.0,USD,1500000000.0,USD
4813,5579,1728,Carlyle Strategic Partners III,2011,Western Europe,Diversified,Mezzanine / Debt,703000000.0,USD,1500000000.0,USD
19619,5579,1728,Carlyle Strategic Partners III,2011,Western Europe,Energy / Oil & Gas,Mezzanine / Debt,703000000.0,USD,1500000000.0,USD
2261,5579,1728,Carlyle Strategic Partners III,2011,Western Europe,Industrials,Mezzanine / Debt,703000000.0,USD,1500000000.0,USD
21955,5579,1728,Carlyle Strategic Partners III,2011,Western Europe,Retail,Mezzanine / Debt,703000000.0,USD,1500000000.0,USD
26623,5579,35016,Carlyle Ireland Coinvestment,2013,Western Europe,Diversified,Fund of Funds / Co-Investment,24910000.0,EUR,5000000000.0,EUR
26363,5579,35018,CETP III Coinvestment,2014,Western Europe,TMT,Fund of Funds / Co-Investment,51710000.0,USD,0.0,USD
30342,5579,35023,Carlyle Strategic Partners IV,2015,Asia-Pacific,Consumer Goods,Mezzanine / Debt,2500000000.0,USD,2000000000.0,USD
8158,5579,35023,Carlyle Strategic Partners IV,2015,Asia-Pacific,Diversified,Mezzanine / Debt,2500000000.0,USD,2000000000.0,USD
1456,5579,35023,Carlyle Strategic Partners IV,2015,Asia-Pacific,Energy / Oil & Gas,Mezzanine / Debt,2500000000.0,USD,2000000000.0,USD
4235,5579,35023,Carlyle Strategic Partners IV,2015,Asia-Pacific,Healthcare,Mezzanine / Debt,2500000000.0,USD,2000000000.0,USD
17032,5579,35023,Carlyle Strategic Partners IV,2015,Asia-Pacific,Industrials,Mezzanine / Debt,2500000000.0,USD,2000000000.0,USD
24903,5579,35023,Carlyle Strategic Partners IV,2015,Asia-Pacific,Retail,Mezzanine / Debt,2500000000.0,USD,2000000000.0,USD
13245,5579,35023,Carlyle Strategic Partners IV,2015,North America,Consumer Goods,Mezzanine / Debt,2500000000.0,USD,2000000000.0,USD
11005,5579,35023,Carlyle Strategic Partners IV,2015,North America,Diversified,Mezzanine / Debt,2500000000.0,USD,2000000000.0,USD
1121,5579,35023,Carlyle Strategic Partners IV,2015,North America,Energy / Oil & Gas,Mezzanine / Debt,2500000000.0,USD,2000000000.0,USD
1457,5579,35023,Carlyle Strategic Partners IV,2015,North America,Healthcare,Mezzanine / Debt,2500000000.0,USD,2000000000.0,USD
5174,5579,35023,Carlyle Strategic Partners IV,2015,North America,Industrials,Mezzanine / Debt,2500000000.0,USD,2000000000.0,USD
26259,5579,35023,Carlyle Strategic Partners IV,2015,North America,Retail,Mezzanine / Debt,2500000000.0,USD,2000000000.0,USD
12764,5579,35023,Carlyle Strategic Partners IV,2015,Western Europe,Consumer Goods,Mezzanine / Debt,2500000000.0,USD,2000000000.0,USD
6569,5579,35023,Carlyle Strategic Partners IV,2015,Western Europe,Diversified,Mezzanine / Debt,2500000000.0,USD,2000000000.0,USD
26028,5579,35023,Carlyle Strategic Partners IV,2015,Western Europe,Energy / Oil & Gas,Mezzanine / Debt,2500000000.0,USD,2000000000.0,USD
13313,5579,35023,Carlyle Strategic Partners IV,2015,Western Europe,Healthcare,Mezzanine / Debt,2500000000.0,USD,2000000000.0,USD
11364,5579,35023,Carlyle Strategic Partners IV,2015,Western Europe,Industrials,Mezzanine / Debt,2500000000.0,USD,2000000000.0,USD
25761,5579,35023,Carlyle Strategic Partners IV,2015,Western Europe,Retail,Mezzanine / Debt,2500000000.0,USD,2000000000.0,USD
3529,5579,35035,CIEP Co-Investment,2015,Asia-Pacific,Energy / Oil & Gas,Fund of Funds / Co-Investment,294840000.0,USD,0.0,USD
20380,5579,35035,CIEP Co-Investment,2015,Central/Eastern Europe,Energy / Oil & Gas,Fund of Funds / Co-Investment,294840000.0,USD,0.0,USD
14087,5579,35035,CIEP Co-Investment,2015,Latin America,Energy / Oil & Gas,Fund of Funds / Co-Investment,294840000.0,USD,0.0,USD
25502,5579,35035,CIEP Co-Investment,2015,Middle East/Africa,Energy / Oil & Gas,Fund of Funds / Co-Investment,294840000.0,USD,0.0,USD
26060,5579,35035,CIEP Co-Investment,2015,Western Europe,Energy / Oil & Gas,Fund of Funds / Co-Investment,294840000.0,USD,0.0,USD
18362,5579,35038,CSSAF Coinvestment,2012,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,43310000.0,USD,0.0,USD
4586,5579,34034,Carlyle Global Market Strategies CLO 2015-3 (CGMS 2015-3),2015,North America,Diversified,Mezzanine / Debt,589580000.0,USD,589580000.0,USD
9526,5579,34372,Carlyle Global Market Strategies MM CLO 2015-1 (CGMS MM 2015-1),2015,North America,Diversified,Mezzanine / Debt,400000000.0,USD,400000000.0,USD
4868,5579,34729,CEP IV Dollar,2014,Western Europe,Diversified,Buyout / Corporate Private Equity,469537000.0,USD,0.0,USD
13108,5579,35014,CJP III Coinvestment,2013,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,2270000000.0,JPY,0.0,JPY
22541,5579,35015,CAP IV Coinvestment,2012,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,249370000.0,USD,0.0,USD
24448,5579,32915,Varo Coinvestment,2013,North America,Energy / Oil & Gas,Fund of Funds / Co-Investment,4000000.0,USD,0.0,USD
9274,5579,33148,Carlyle Asia Structured Credit Opportunities Fund I,2014,Asia-Pacific,Diversified,Mezzanine / Debt,440620000.0,USD,500000000.0,USD
4843,5579,33423,CEP IV Coinvestment,2014,Western Europe,Diversified,Fund of Funds / Co-Investment,220520000.0,USD,0.0,USD
4359,5579,33834,CASCOF Coinvestment,2014,Asia-Pacific,Diversified,Mezzanine / Debt,28450000.0,USD,0.0,USD
22557,5579,33851,Carlyle FBIE II Coinvestment,2015,Latin America,Diversified,Fund of Funds / Co-Investment,46150000.0,USD,0.0,USD
29087,5579,31220,CSABF- RHPBK II Coinvestmento-FIP,2013,Latin America,Diversified,Fund of Funds / Co-Investment,31200000.0,BRL,31200000.0,BRL
21987,5579,31221,CSABF- TS Coinvestmento FIP,2012,Latin America,Diversified,Fund of Funds / Co-Investment,121000000.0,BRL,121000000.0,BRL
19672,5579,31530,Fundo Brasil de Internacionalização de Empresas (FIP) II,2014,Latin America,Diversified,Buyout / Corporate Private Equity,700000000.0,BRL,1000000000.0,BRL
25738,5579,31803,Carlyle Global Market Strategies Euro CLO 2013-1 (CGMS Euro 2013-1),2013,Western Europe,Diversified,Mezzanine / Debt,349120000.0,EUR,349120000.0,EUR
4829,5579,32253,Carlyle Brazil Buyout Fund,2014,Latin America,Diversified,Buyout / Corporate Private Equity,375000000.0,BRL,1000000000.0,BRL
3958,5579,32607,CGFSP II Coinvestment,2011,Asia-Pacific,Financial Services,Fund of Funds / Co-Investment,87780000.0,USD,0.0,USD
15066,5579,32607,CGFSP II Coinvestment,2011,Central/Eastern Europe,Financial Services,Fund of Funds / Co-Investment,87780000.0,USD,0.0,USD
15435,5579,32607,CGFSP II Coinvestment,2011,Latin America,Financial Services,Fund of Funds / Co-Investment,87780000.0,USD,0.0,USD
3951,5579,32607,CGFSP II Coinvestment,2011,Middle East/Africa,Financial Services,Fund of Funds / Co-Investment,87780000.0,USD,0.0,USD
26918,5579,32607,CGFSP II Coinvestment,2011,North America,Financial Services,Fund of Funds / Co-Investment,87780000.0,USD,0.0,USD
11926,5579,32607,CGFSP II Coinvestment,2011,Western Europe,Financial Services,Fund of Funds / Co-Investment,87780000.0,USD,0.0,USD
27911,5579,31211,Carlyle ETG Partners,2012,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,10000000.0,USD,10000000.0,USD
9279,5579,31212,Carlyle JJ Partners,2014,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,17700000.0,USD,17700000.0,USD
28472,5579,31213,Carlyle Medical Park Hospital Group Coinvestment I,2010,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,20200000.0,USD,20200000.0,USD
26319,5579,31216,CSABF- CTS II FIP,2013,Latin America,Diversified,Fund of Funds / Co-Investment,12000000.0,BRL,12000000.0,BRL
6763,5579,31218,CSABF- FS- FIP,2012,Latin America,Diversified,Fund of Funds / Co-Investment,78000000.0,BRL,78000000.0,BRL
9734,5579,31219,CSABF- RHPBK Coinvestmento-FIP,2012,Latin America,Diversified,Fund of Funds / Co-Investment,132600000.0,BRL,132600000.0,BRL
1557,5579,31203,Carlyle WS Coinvestment,2011,North America,Diversified,Fund of Funds / Co-Investment,33600000.0,USD,33600000.0,USD
12695,5579,31206,Carlyle Coatings Partners,2012,North America,Diversified,Fund of Funds / Co-Investment,118900000.0,USD,118900000.0,USD
16681,5579,31207,Carlyle Com Hem Follow-On Partners I,2010,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,13300000.0,EUR,13300000.0,EUR
10673,5579,31207,Carlyle Com Hem Follow-On Partners I,2010,Western Europe,Diversified,Fund of Funds / Co-Investment,13300000.0,EUR,13300000.0,EUR
21761,5579,31208,Carlyle Ensus Partners,2007,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,52400000.0,GBP,52400000.0,GBP
5501,5579,31208,Carlyle Ensus Partners,2007,Western Europe,Diversified,Fund of Funds / Co-Investment,52400000.0,GBP,52400000.0,GBP
11419,5579,31209,Carlyle Ensus Partners II,2012,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,30000000.0,GBP,30000000.0,GBP
3951,5579,31209,Carlyle Ensus Partners II,2012,Western Europe,Diversified,Fund of Funds / Co-Investment,30000000.0,GBP,30000000.0,GBP
5501,5579,31210,Carlyle Retail Turkey Partners,2012,Middle East/Africa,Diversified,Fund of Funds / Co-Investment,5000000.0,USD,5000000.0,USD
18096,5579,31175,Carlyle/PennSERS - Separate Account,2013,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,100000000.0,USD,100000000.0,USD
3427,5579,31175,Carlyle/PennSERS - Separate Account,2013,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,100000000.0,USD,100000000.0,USD
8074,5579,31175,Carlyle/PennSERS - Separate Account,2013,North America,Diversified,Fund of Funds / Co-Investment,100000000.0,USD,100000000.0,USD
23149,5579,31175,Carlyle/PennSERS - Separate Account,2013,Western Europe,Diversified,Fund of Funds / Co-Investment,100000000.0,USD,100000000.0,USD
25494,5579,31198,Carlyle Ri-Happy/PBKids Coinvestment,2012,North America,Diversified,Fund of Funds / Co-Investment,12200000.0,USD,12200000.0,USD
9156,5579,31201,Carlyle Yankee Partners,2013,Central/Eastern Europe,Diversified,Fund of Funds / Co-Investment,5300000.0,GBP,5300000.0,GBP
3891,5579,31201,Carlyle Yankee Partners,2013,Western Europe,Diversified,Fund of Funds / Co-Investment,5300000.0,GBP,5300000.0,GBP
22120,5579,31202,Carlyle-PPD Coinvestment,2011,North America,Diversified,Fund of Funds / Co-Investment,113900000.0,USD,113900000.0,USD
10604,5579,29165,Carlyle Galaxy Coinvestment,2013,North America,Diversified,Fund of Funds / Co-Investment,21000000.0,USD,21000000.0,USD
19251,5579,29882,Carlyle Interlink Coinvestment,2013,Latin America,Transport,Fund of Funds / Co-Investment,77600000.0,USD,77600000.0,USD
12624,5579,30778,Carlyle/New Hampshire Retirement System - Separate Account,2014,Asia-Pacific,Diversified,Fund of Funds / Co-Investment,150000000.0,USD,150000000.0,USD
1146,5579,30778,Carlyle/New Hampshire Retirement System - Separate Account,2014,Latin America,Diversified,Fund of Funds / Co-Investment,150000000.0,USD,150000000.0,USD
