fund_id,name,manager,managerId,sectors,vintageYear,regions,countries,status,strategies,yearOpen,targetFundSize.amount,targetFundSize.currency,monthOpen,fundSize.amount,fundSize.currency,stage,yearClose,monthClose
49574,Mantra Capital I,Mantra Capital,20458,Healthcare,2020.0,North America,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,60000000.0,USD,1.0,24000000.0,USD,1st Close,,
49574,Mantra Capital I,Mantra Capital,20458,TMT,2020.0,Asia-Pacific,India,Currently Investing,Venture Capital / Growth Equity,2020.0,60000000.0,USD,1.0,24000000.0,USD,1st Close,,
49574,Mantra Capital I,Mantra Capital,20458,TMT,2020.0,Asia-Pacific,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,60000000.0,USD,1.0,24000000.0,USD,1st Close,,
49574,Mantra Capital I,Mantra Capital,20458,TMT,2020.0,North America,India,Currently Investing,Venture Capital / Growth Equity,2020.0,60000000.0,USD,1.0,24000000.0,USD,1st Close,,
49574,Mantra Capital I,Mantra Capital,20458,TMT,2020.0,North America,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,60000000.0,USD,1.0,24000000.0,USD,1st Close,,
49574,Mantra Capital I,Mantra Capital,20458,Agribusiness,2020.0,Asia-Pacific,India,Currently Investing,Venture Capital / Growth Equity,2020.0,60000000.0,USD,1.0,24000000.0,USD,1st Close,,
49574,Mantra Capital I,Mantra Capital,20458,Agribusiness,2020.0,Asia-Pacific,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,60000000.0,USD,1.0,24000000.0,USD,1st Close,,
49574,Mantra Capital I,Mantra Capital,20458,Agribusiness,2020.0,North America,India,Currently Investing,Venture Capital / Growth Equity,2020.0,60000000.0,USD,1.0,24000000.0,USD,1st Close,,
49574,Mantra Capital I,Mantra Capital,20458,Agribusiness,2020.0,North America,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,60000000.0,USD,1.0,24000000.0,USD,1st Close,,
49591,Liquid 2 Opportunities Fund I,Liquid 2 Ventures,17700,TMT,2020.0,North America,,Launched,Venture Capital / Growth Equity,2020.0,20000000.0,USD,1.0,,,,,
49597,ASI Hark Capital III,abrdn,4297,Diversified,2020.0,North America,,Launched,Mezzanine / Debt,2020.0,,,1.0,186900000.0,USD,,,
49599,Drug Royalties Solutions Fund,Stone Ridge Asset Management,20152,Healthcare,2019.0,North America,United States,Currently Investing,Venture Capital / Growth Equity,2019.0,,,12.0,17880000.0,USD,1st Close,,
49601,Fathom Capital 2,Fathom Capital,20465,TMT,2020.0,North America,United States,Launched,Venture Capital / Growth Equity,2020.0,30000000.0,USD,1.0,,,,,
49612,Granville Private Equity Partners II,Granville Capital,20471,Diversified,2019.0,North America,United States,Currently Investing,Buyout / Corporate Private Equity,2019.0,,,12.0,50150000.0,USD,2nd Close,,
49614,NextGen Opportunity Fund I,NextGen Venture Partners,17811,TMT,2019.0,North America,,Currently Investing,Venture Capital / Growth Equity,2019.0,,,12.0,40280000.0,USD,1st Close,,
49619,Portfolio Advisors Private Equity Fund 2019,Portfolio Advisors,1013,Diversified,2019.0,North America,,Launched,Fund of Funds / Co-Investment,2019.0,250000000.0,USD,12.0,4250000.0,USD,,,
49620,CIFC Secondary Opportunities Fund II,CIFC,16813,Diversified,2020.0,North America,United States,Launched,Secondaries,2019.0,,,,,,,,
49636,Mirabaud SME Fund II,Mirabaud Asset Management,18559,Consumer Goods,2020.0,Western Europe,,Launched,Venture Capital / Growth Equity,2020.0,,,1.0,,,,,
49636,Mirabaud SME Fund II,Mirabaud Asset Management,18559,Consumer Goods,2020.0,North America,,Launched,Venture Capital / Growth Equity,2020.0,,,1.0,,,,,
49636,Mirabaud SME Fund II,Mirabaud Asset Management,18559,Consumer Goods,2020.0,Asia-Pacific,,Launched,Venture Capital / Growth Equity,2020.0,,,1.0,,,,,
49641,iCapital-KVP III Access Fund,iCapital Network,20104,Diversified,2020.0,North America,,Currently Investing,Buyout / Corporate Private Equity,2020.0,,,1.0,,,,,
49650,Blackstone Tactical Opportunities Fund (Buzz Co-Invest),Blackstone,5611,Diversified,2020.0,North America,,Launched,Fund of Funds / Co-Investment,2020.0,,,1.0,,,,,
49673,GEC Partners IV,GEC,11028,Energy / Oil & Gas,2020.0,Western Europe,,Currently Investing,Buyout / Corporate Private Equity,2020.0,,,1.0,45630000.0,USD,2nd Close,,
49673,GEC Partners IV,GEC,11028,Energy / Oil & Gas,2020.0,Middle East/Africa,,Currently Investing,Buyout / Corporate Private Equity,2020.0,,,1.0,45630000.0,USD,2nd Close,,
49673,GEC Partners IV,GEC,11028,Energy / Oil & Gas,2020.0,Asia-Pacific,,Currently Investing,Buyout / Corporate Private Equity,2020.0,,,1.0,45630000.0,USD,2nd Close,,
49673,GEC Partners IV,GEC,11028,Energy / Oil & Gas,2020.0,North America,,Currently Investing,Buyout / Corporate Private Equity,2020.0,,,1.0,45630000.0,USD,2nd Close,,
49675,Frontier Fund VI,Frontier Growth,16269,Business Services,2020.0,North America,,Launched,Venture Capital / Growth Equity,2020.0,850000000.0,USD,1.0,,,,,
49675,Frontier Fund VI,Frontier Growth,16269,TMT,2020.0,North America,,Launched,Venture Capital / Growth Equity,2020.0,850000000.0,USD,1.0,,,,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,Biotech / Life Science,2020.0,North America,Israel,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,Biotech / Life Science,2020.0,North America,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,Biotech / Life Science,2020.0,Western Europe,Israel,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,Biotech / Life Science,2020.0,Western Europe,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,Biotech / Life Science,2020.0,Central/Eastern Europe,Israel,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,Biotech / Life Science,2020.0,Central/Eastern Europe,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,Biotech / Life Science,2020.0,Middle East/Africa,Israel,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,Biotech / Life Science,2020.0,Middle East/Africa,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,Healthcare,2020.0,North America,Israel,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,Healthcare,2020.0,North America,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,Healthcare,2020.0,Western Europe,Israel,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,Healthcare,2020.0,Western Europe,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,Healthcare,2020.0,Central/Eastern Europe,Israel,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,Healthcare,2020.0,Central/Eastern Europe,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,Healthcare,2020.0,Middle East/Africa,Israel,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,Healthcare,2020.0,Middle East/Africa,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,TMT,2020.0,North America,Israel,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,TMT,2020.0,North America,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,TMT,2020.0,Western Europe,Israel,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,TMT,2020.0,Western Europe,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,TMT,2020.0,Central/Eastern Europe,Israel,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,TMT,2020.0,Central/Eastern Europe,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,TMT,2020.0,Middle East/Africa,Israel,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,TMT,2020.0,Middle East/Africa,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,85000000.0,EUR,1.0,,,1st Close,,
49690,Newark Venture Partners Fund II,Newark Venture Partners,16853,TMT,2020.0,North America,,Currently Investing,Venture Capital / Growth Equity,2020.0,100000000.0,USD,1.0,73660000.0,USD,1st Close,,
49714,ICG Private Markets Fund,Intermediate Capital Group,6547,Diversified,2019.0,North America,,Launched,Mezzanine / Debt,2019.0,,,10.0,844000000.0,USD,,,
49719,Cordillera Royalty & Income Fund,Cordillera Investment Partners,16907,Diversified,2020.0,North America,,Currently Investing,Mezzanine / Debt,2020.0,,,1.0,60200000.0,USD,2nd Close,,
49720,Round13 Growth,Round13 Capital,12929,Healthcare,2020.0,North America,,Currently Investing,Venture Capital / Growth Equity,2020.0,,,1.0,100000000.0,CAD,1st Close,,
49720,Round13 Growth,Round13 Capital,12929,TMT,2020.0,North America,,Currently Investing,Venture Capital / Growth Equity,2020.0,,,1.0,100000000.0,CAD,1st Close,,
49743,Hunniwell Lake Healthcare Fund I,Hunniwell Lake Ventures,20522,Biotech / Life Science,2020.0,North America,United States,Currently Investing,Venture Capital / Growth Equity,2019.0,50000000.0,USD,10.0,10000000.0,USD,1st Close,,
49743,Hunniwell Lake Healthcare Fund I,Hunniwell Lake Ventures,20522,Healthcare,2020.0,North America,United States,Currently Investing,Venture Capital / Growth Equity,2019.0,50000000.0,USD,10.0,10000000.0,USD,1st Close,,
49743,Hunniwell Lake Healthcare Fund I,Hunniwell Lake Ventures,20522,TMT,2020.0,North America,United States,Currently Investing,Venture Capital / Growth Equity,2019.0,50000000.0,USD,10.0,10000000.0,USD,1st Close,,
49747,BlackRock LISI Credit Fund,BlackRock,867,Diversified,2020.0,North America,,Launched,Mezzanine / Debt,2020.0,,,1.0,1000000000.0,USD,,,
49754,Ericsenz-K2 Global Unicorn Fund II,Ericsenz Capital,19873,TMT,2019.0,Asia-Pacific,,Currently Investing,Buyout / Corporate Private Equity,2019.0,,,11.0,,,1st Close,,
49754,Ericsenz-K2 Global Unicorn Fund II,Ericsenz Capital,19873,TMT,2019.0,North America,,Currently Investing,Buyout / Corporate Private Equity,2019.0,,,11.0,,,1st Close,,
49760,North Coast Venture Fund II,North Coast Venture,15318,TMT,2019.0,North America,United States,Currently Investing,Venture Capital / Growth Equity,2019.0,,,8.0,3750000.0,USD,1st Close,,
49761,North Coast Angel Fund IV,North Coast Venture,15318,TMT,2019.0,North America,United States,Currently Investing,Venture Capital / Growth Equity,2019.0,,,11.0,2000000.0,USD,1st Close,,
49765,Active Capital II,Active Capital,18664,Business Services,2020.0,North America,United States,Launched,Venture Capital / Growth Equity,2020.0,25000000.0,USD,1.0,,,,,
49765,Active Capital II,Active Capital,18664,TMT,2020.0,North America,United States,Launched,Venture Capital / Growth Equity,2020.0,25000000.0,USD,1.0,,,,,
49767,OHA Black Bear Fund,Oak Hill Advisors,12574,Diversified,2020.0,North America,,Launched,Mezzanine / Debt,2020.0,,,1.0,,,,,
49769,&VEST Domestic Fund II,&vest,20536,Consumer Goods,2020.0,North America,United States,Launched,Venture Capital / Growth Equity,2020.0,,,1.0,,,,,
49775,Finistere Ventures III,Finistere Ventures,16597,Biotech / Life Science,2020.0,North America,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,Biotech / Life Science,2020.0,Western Europe,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,Biotech / Life Science,2020.0,Latin America,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,Biotech / Life Science,2020.0,Middle East/Africa,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,Biotech / Life Science,2020.0,Asia-Pacific,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,Biotech / Life Science,2020.0,Central/Eastern Europe,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,Consumer Goods,2020.0,North America,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,Consumer Goods,2020.0,Western Europe,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,Consumer Goods,2020.0,Latin America,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,Consumer Goods,2020.0,Middle East/Africa,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,Consumer Goods,2020.0,Asia-Pacific,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,Consumer Goods,2020.0,Central/Eastern Europe,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,TMT,2020.0,North America,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,TMT,2020.0,Western Europe,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,TMT,2020.0,Latin America,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,TMT,2020.0,Middle East/Africa,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,TMT,2020.0,Asia-Pacific,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,TMT,2020.0,Central/Eastern Europe,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,Agribusiness,2020.0,North America,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,Agribusiness,2020.0,Western Europe,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,Agribusiness,2020.0,Latin America,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,Agribusiness,2020.0,Middle East/Africa,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,Agribusiness,2020.0,Asia-Pacific,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49775,Finistere Ventures III,Finistere Ventures,16597,Agribusiness,2020.0,Central/Eastern Europe,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,250000000.0,USD,1.0,65000000.0,USD,1st Close,,
49776,122 West Ventures II,122 West Ventures,18228,TMT,2020.0,North America,United States,Launched,Venture Capital / Growth Equity,2020.0,35000000.0,USD,1.0,,,,,
49781,Footbridge Partners II,Footbridge Partners,20549,Diversified,2020.0,North America,United States,Currently Investing,Fund of Funds / Co-Investment,2020.0,,,1.0,33930000.0,USD,2nd Close,,
49791,Barings Emerging Generation Fund,Barings,2161,Diversified,2020.0,North America,,Launched,Buyout / Corporate Private Equity,2020.0,,,1.0,50100000.0,USD,,,
49793,Cobro Ventures Opportunity Fund,Cobro Ventures,20560,Biotech / Life Science,2020.0,North America,United States,Launched,Venture Capital / Growth Equity,2020.0,,,1.0,,,,,
49793,Cobro Ventures Opportunity Fund,Cobro Ventures,20560,TMT,2020.0,North America,United States,Launched,Venture Capital / Growth Equity,2020.0,,,1.0,,,,,
49794,Abbott Secondary Opportunities Fund II,Abbott Capital Management,6350,Diversified,2020.0,Asia-Pacific,,Currently Investing,Secondaries,2020.0,250000000.0,USD,1.0,129660000.0,USD,1st Close,,
49794,Abbott Secondary Opportunities Fund II,Abbott Capital Management,6350,Diversified,2020.0,North America,,Currently Investing,Secondaries,2020.0,250000000.0,USD,1.0,129660000.0,USD,1st Close,,
49794,Abbott Secondary Opportunities Fund II,Abbott Capital Management,6350,Diversified,2020.0,Latin America,,Currently Investing,Secondaries,2020.0,250000000.0,USD,1.0,129660000.0,USD,1st Close,,
49794,Abbott Secondary Opportunities Fund II,Abbott Capital Management,6350,Diversified,2020.0,Central/Eastern Europe,,Currently Investing,Secondaries,2020.0,250000000.0,USD,1.0,129660000.0,USD,1st Close,,
49794,Abbott Secondary Opportunities Fund II,Abbott Capital Management,6350,Diversified,2020.0,Middle East/Africa,,Currently Investing,Secondaries,2020.0,250000000.0,USD,1.0,129660000.0,USD,1st Close,,
49794,Abbott Secondary Opportunities Fund II,Abbott Capital Management,6350,Diversified,2020.0,Western Europe,,Currently Investing,Secondaries,2020.0,250000000.0,USD,1.0,129660000.0,USD,1st Close,,
49803,Sortis Growth Venture Fund,Sortis,20562,Consumer Goods,2019.0,North America,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,10000000.0,USD,2.0,175000.0,USD,1st Close,,
49803,Sortis Growth Venture Fund,Sortis,20562,Retail,2019.0,North America,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,10000000.0,USD,2.0,175000.0,USD,1st Close,,
49829,Rising Tide II,Rising Tide,20572,TMT,2020.0,North America,United States,Launched,Venture Capital / Growth Equity,2020.0,,,1.0,,,,,
49838,The Blu Discretionary Fund (Open-ended),Blu Family Office,19144,Diversified,2019.0,North America,,Currently Investing,Buyout / Corporate Private Equity,2019.0,,,7.0,35000000.0,USD,,,
49838,The Blu Discretionary Fund (Open-ended),Blu Family Office,19144,Diversified,2019.0,Western Europe,,Currently Investing,Buyout / Corporate Private Equity,2019.0,,,7.0,35000000.0,USD,,,
49838,The Blu Discretionary Fund (Open-ended),Blu Family Office,19144,Diversified,2019.0,Latin America,,Currently Investing,Buyout / Corporate Private Equity,2019.0,,,7.0,35000000.0,USD,,,
49838,The Blu Discretionary Fund (Open-ended),Blu Family Office,19144,Diversified,2019.0,Middle East/Africa,,Currently Investing,Buyout / Corporate Private Equity,2019.0,,,7.0,35000000.0,USD,,,
49838,The Blu Discretionary Fund (Open-ended),Blu Family Office,19144,Diversified,2019.0,Asia-Pacific,,Currently Investing,Buyout / Corporate Private Equity,2019.0,,,7.0,35000000.0,USD,,,
49838,The Blu Discretionary Fund (Open-ended),Blu Family Office,19144,Diversified,2019.0,Central/Eastern Europe,,Currently Investing,Buyout / Corporate Private Equity,2019.0,,,7.0,35000000.0,USD,,,
49845,Align TMIF II Access Fund,PPB Capital Partners,18204,Diversified,2020.0,North America,,Currently Investing,Fund of Funds / Co-Investment,2020.0,,,1.0,4750000.0,USD,,,
49847,ff Violet (VI) Venture Capital Fund,ff Venture Capital,13357,TMT,2020.0,North America,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,55000000.0,USD,1.0,23760000.0,USD,2nd Close,,
49849,Operand III Fund,Operand Group,17810,Diversified,2020.0,North America,United States,Currently Investing,Buyout / Corporate Private Equity,2020.0,,,1.0,19380000.0,USD,1st Close,,
49860,Peninsula Fund VII,Peninsula Capital Partners,6637,Consumer Goods,2020.0,North America,,Currently Investing,Mezzanine / Debt,2020.0,450000000.0,USD,1.0,275040000.0,USD,1st Close,,
49860,Peninsula Fund VII,Peninsula Capital Partners,6637,Industrials,2020.0,North America,,Currently Investing,Mezzanine / Debt,2020.0,450000000.0,USD,1.0,275040000.0,USD,1st Close,,
49860,Peninsula Fund VII,Peninsula Capital Partners,6637,Retail,2020.0,North America,,Currently Investing,Mezzanine / Debt,2020.0,450000000.0,USD,1.0,275040000.0,USD,1st Close,,
49860,Peninsula Fund VII,Peninsula Capital Partners,6637,Diversified,2020.0,North America,,Currently Investing,Mezzanine / Debt,2020.0,450000000.0,USD,1.0,275040000.0,USD,1st Close,,
49861,Altaris Health Partners V,Altaris Capital Partners,12358,Healthcare,2020.0,Western Europe,,Currently Investing,Buyout / Corporate Private Equity,2020.0,2500000000.0,USD,1.0,283500000.0,USD,1st Close,,
49861,Altaris Health Partners V,Altaris Capital Partners,12358,Healthcare,2020.0,North America,,Currently Investing,Buyout / Corporate Private Equity,2020.0,2500000000.0,USD,1.0,283500000.0,USD,1st Close,,
49871,SJC Onshore Direct Lending Fund IV,Czech Asset Management,9432,Diversified,2020.0,North America,United States,Currently Investing,Mezzanine / Debt,2020.0,,,1.0,250000000.0,USD,1st Close,,
49871,SJC Onshore Direct Lending Fund IV,Czech Asset Management,9432,Diversified,2020.0,Western Europe,United States,Currently Investing,Mezzanine / Debt,2020.0,,,1.0,250000000.0,USD,1st Close,,
49871,SJC Onshore Direct Lending Fund IV,Czech Asset Management,9432,Diversified,2020.0,Central/Eastern Europe,United States,Currently Investing,Mezzanine / Debt,2020.0,,,1.0,250000000.0,USD,1st Close,,
49873,8VC Fund III,8VC,17030,TMT,2020.0,North America,United States,Launched,Venture Capital / Growth Equity,2020.0,640000000.0,USD,1.0,,,,,
49891,Niagara Plus Income Fund,Lateral Investment Management,18085,Consumer Goods,2020.0,North America,United States,Launched,Mezzanine / Debt,2020.0,40000000.0,USD,2.0,1830000.0,USD,,,
49891,Niagara Plus Income Fund,Lateral Investment Management,18085,Manufacturing,2020.0,North America,United States,Launched,Mezzanine / Debt,2020.0,40000000.0,USD,2.0,1830000.0,USD,,,
49891,Niagara Plus Income Fund,Lateral Investment Management,18085,TMT,2020.0,North America,United States,Launched,Mezzanine / Debt,2020.0,40000000.0,USD,2.0,1830000.0,USD,,,
49893,Sorenson Capital Partners IV,Sorenson,7232,Diversified,2020.0,North America,,Currently Investing,Buyout / Corporate Private Equity,2020.0,500000000.0,USD,3.0,186320000.0,USD,1st Close,,
49916,Team8 Ventures I,Team8,20582,TMT,2020.0,Middle East/Africa,Israel,Currently Investing,Venture Capital / Growth Equity,2020.0,,,2.0,104350000.0,USD,1st Close,,
49916,Team8 Ventures I,Team8,20582,TMT,2020.0,Middle East/Africa,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,,,2.0,104350000.0,USD,1st Close,,
49916,Team8 Ventures I,Team8,20582,TMT,2020.0,North America,Israel,Currently Investing,Venture Capital / Growth Equity,2020.0,,,2.0,104350000.0,USD,1st Close,,
49916,Team8 Ventures I,Team8,20582,TMT,2020.0,North America,United States,Currently Investing,Venture Capital / Growth Equity,2020.0,,,2.0,104350000.0,USD,1st Close,,
49931,Performance VC Opportunities Fund I,Performance Equity Management,2043,Diversified,2019.0,North America,,Currently Investing,Fund of Funds / Co-Investment,2019.0,,,2.0,17100000.0,USD,1st Close,,
49932,Performance Regent Street Co-Investment,Performance Equity Management,2043,Diversified,2019.0,North America,,Currently Investing,Fund of Funds / Co-Investment,2019.0,,,2.0,7900000.0,USD,1st Close,,
49946,Da Vinci Emerging Technologies-Fund III,Da Vinci Capital Management,8508,Financial Services,2021.0,Middle East/Africa,,Currently Investing,Venture Capital / Growth Equity,2021.0,300000000.0,USD,6.0,85000000.0,USD,1st Close,,
49946,Da Vinci Emerging Technologies-Fund III,Da Vinci Capital Management,8508,Financial Services,2021.0,Latin America,,Currently Investing,Venture Capital / Growth Equity,2021.0,300000000.0,USD,6.0,85000000.0,USD,1st Close,,
49946,Da Vinci Emerging Technologies-Fund III,Da Vinci Capital Management,8508,Financial Services,2021.0,Central/Eastern Europe,,Currently Investing,Venture Capital / Growth Equity,2021.0,300000000.0,USD,6.0,85000000.0,USD,1st Close,,
49946,Da Vinci Emerging Technologies-Fund III,Da Vinci Capital Management,8508,Financial Services,2021.0,Asia-Pacific,,Currently Investing,Venture Capital / Growth Equity,2021.0,300000000.0,USD,6.0,85000000.0,USD,1st Close,,
49946,Da Vinci Emerging Technologies-Fund III,Da Vinci Capital Management,8508,Financial Services,2021.0,North America,,Currently Investing,Venture Capital / Growth Equity,2021.0,300000000.0,USD,6.0,85000000.0,USD,1st Close,,
49946,Da Vinci Emerging Technologies-Fund III,Da Vinci Capital Management,8508,Financial Services,2021.0,Western Europe,,Currently Investing,Venture Capital / Growth Equity,2021.0,300000000.0,USD,6.0,85000000.0,USD,1st Close,,
