email,fm_office_id,postal_code,fm_id,country,phone,city,street_address,web_address,head_office,state,region
False,2144,1 415 365 1056,6521,North America,California,San Francisco,201 California Street 5th Floor - Suite 550,94111,,United States,
False,1722,1 212 752 7667,6521,North America,New York,New York,610 Fifth Avenue Suite 401,10020,,United States,
False,1557,44 207 340 0100,6521,Western Europe,,London,8-10 Great George Street,SW1P 3AE,,United Kingdom,
False,3747,55 21 3520 8903,6521,Latin America,,Rio de Janeiro,Avenida Niemeyer NÂ° 2 Sala 102 Leblon,22450-220,,Brazil,
False,2844,852 3987 7191,6521,Asia-Pacific,,Hong Kong,Room 1001-3 10th Floor St. George's Building 2 Ice House Street Central,,,Hong Kong,
False,3451,1 954 745 2780,6521,North America,Florida,Miami,801 Brickell Avenue Suite 900,33131,,United States,
False,2793,1 702 784 7690,6521,North America,Nevada,Las Vegas,3753 Howard Hughes Parkway Suite 200,89169,,United States,
False,2621,82 2 6191 3200,6521,Asia-Pacific,,Seoul,"12F, Gangnam Finance Center 152 Teheran-ro, Gangnam-gu",06236,,South Korea,
False,3149,61 2 8823 3740,6521,Asia-Pacific,,Sydney,"Level 36, Governor Phillip Tower 1 Farrer Place",2000,,Australia,
False,3574,49 89 954537900,6521,Western Europe,,Munich,Leopoldstrasse 8-10,80802,,Germany,
False,2596,1 503 624 9910,6521,North America,Oregon,Portland,15350 SW Sequoia Parkway Suite 260,97224,,United States,
False,1822,1 858 410 9967,6521,North America,California,San Diego,7817 Ivanhoe Avenue Suite 310 La Jolla,92037,,United States,
False,363,,6521,Asia-Pacific,,Singapore,12 Marina View Asia Square Tower 2 Suite 26-04,018961,https://www.hamiltonlane.com/Locations/locationVie,Singapore,
False,3455,,6521,Western Europe,,Zug,Baarerstrasse 14 Switzerland,6300,,Switzerland,
True,1244,1 561 727 2100,11696,North America,Florida,West Palm Beach,"525 Okeechobee Boulevard, Suite 1050",33401,www.comvest.com,United States,
False,3182,1 312 637 8444,11696,North America,Illinois,Chicago,"181 West Madison Street,  Suite 3760, Chicago, Illinois 60602",60602,,United States,
False,1373,1 212 350 8275,11696,North America,New York,New York,"555 Fifth Ave, 19th Floor",10017,,United States,
True,3347,1 774 777 5276,18488,North America,Massachusetts,Framingham,161 Worcester Road Suite 606,01701,www.cannon.pe,United States,admin@cannon.pe
True,1846,1 303 442 4447,3431,North America,Colorado,Boulder,"1048 Pearl Street, Suite 450",80302,www.crestonecapital.com,United States,info@crestonecap.com
False,2081,,3431,North America,Colorado,Denver,"257 Fillmore Street, Suite 200",80206,,United States,
False,283,,3431,North America,Texas,Austin,"201 W 5th St, 11th Floor",78701,,United States,
False,395,,3431,North America,California,Los Angeles,-,,,United States,
False,2406,,3431,North America,Utah,Salt Lake City,136 South Main Street Suite #400,84101,,United States,
True,3729,1 650 614 8200,6697,North America,California,Menlo Park,250 Middlefield Road,CA 94025,www.tcv.com,United States,ir@tcv.com
False,1530,44 20 7004 2620,6697,Western Europe,,London,1st Floor 11 Charles II Street,SW1Y 4QU,,United Kingdom,ir@tcv.com
False,2758,1 212 808 0200,6697,North America,New York,New York,280 Park Avenue East Building 26th Floor,10017,,United States,ir@tcv.com
True,1302,1 415 578 5700,19963,North America,California,San Francisco,475 Sansome Street Suite 730,94111,www.crcmventures.com,United States,vc@crcm.com
True,640,1 212 319 3633,7195,North America,New York,New York,780 Third Avenue 40th Floor,10017,www.lincolnshiremgmt.com,United States,info@lmi780.com
True,4066,1 604 353 6199,19970,North America,,Vancouver,"7th Floor, 838 W Hastings St.",V6C 0A6,,Canada,info@faircap.co
True,2724,1 949 257 4198,18310,North America,Florida,Miami,2121 NW 2nd Ave #203,33127,www.rokk3r.com,United States,ir@rokk3r.com
True,1174,1 212 490 9000,483,North America,New York,New York,730 Third Avenue,10017-3206,www.nuveen.com/global,United States,contact@nuveenglobal.com
False,3380,44 20 3727 8000,483,Western Europe,,London,201 Bishopsgate,EC2M 3BN,,United Kingdom,
False,1901,61 2 9392 7829,483,Asia-Pacific,,Sydney,1 Macquarie Place,2000,,Australia,
False,1779,1 312 917 7700,483,North America,Illinois,Chicago,333 W Wacker Drive,60606,,United States,
False,3756,1 800 842 2007,483,North America,California,San Francisco,560 Mission Street,94105,,United States,
False,3389,1 704 988 1000,483,North America,North Carolina,Charlotte,8500 Andrew Carnegie Boulevard,28262,,United States,
False,1416,852 3556 1000,483,Asia-Pacific,,Hong Kong,"Unit 2701-5 AIA Central,  1 Connaught Road Central",,,Hong Kong,
False,2518,1 617 385 7320,483,North America,Massachusetts,Boston,100 Federal Street,,,United States,
False,43,1 860 723 8600,483,North America,Connecticut,Hartford,One Financial Plaza,06103,,United States,
False,671,1 305 929 7100,483,North America,Florida,Miami,"501 Brickell Key Drive, Suite 504",33131,,United States,
False,1594,1 949 809 2610,483,North America,California,Newport Beach,"4675 MacArthur Court, Suite 1100",92660,,United States,
False,1777,1 202 378 1840,483,North America,,Washington DC,601 Massachusetts Avenue,20001,,United States,
False,905,43 1 2052 2750,483,Western Europe,,Vienna,WipplingerstraÃŸe 33/ 5. OG,,,Austria,
False,52,86 21 2331 0478,483,Asia-Pacific,,Shanghai,"No. 1788 Nanjing West Road, Jing'an District",,,China,
False,3275,33 1 7300 0829,483,Western Europe,,Paris,7 Rue Scribe,75009,,France,
False,1276,49 69 667736 871,483,Western Europe,,Frankfurt,Bockenheimer Landstr. 24,60323,,Germany,
False,3973,39 02 303 15640,483,Western Europe,,Milan,"Piazza Pio XI, 1",,,Italy,
False,1522,352 2487 1830,483,Western Europe,,Gasperich,4a rue Henri Schnadt,,,Luxembourg,
False,1341,65 6914 0043,483,Asia-Pacific,,Singapore,One George Street,,,Singapore,
False,1437,34 91 048 8001,483,Western Europe,,Madrid,"Calle de Miguel Angel, 21",,,Spain,
False,2579,46 8 5053 0128,483,Western Europe,,Stockholm,Kungsgatan 30,,,Sweden,
False,384,31207940511,483,Western Europe,,Amsterdam,"c/o UN Studios, Parnassusweg 819",1082,,Netherlands,
False,971,45 3272 9903,483,Western Europe,,Hellerup,Strandvejen 125,2900,,Denmark,
False,1617,81 3 4563 6250,483,Asia-Pacific,,Tokyo,"27F, Atago Green Hills Mori Tower, 2-5-1, Atago, Minato City",105-0002,,Japan,
True,505,1 416 410 6423,19979,North America,,Toronto,151 Bloor St West Suite 700,M5S 1S4,www.cwmedialending.com,Canada,
True,2477,1 616 235 3555,19980,North America,Michigan,Grand Rapids,"140 Monroe Center NW, Suite 300",49503,www.chartercapitalpartners.com,United States,charter@chartercapitalpartners.com
True,3464,1 246 233 2274,19981,Latin America,,St Michael,"8 Harbour Road, Prescod Boulevard, Suite 203, First Floor, Bridgetown",BB11145,www.ourinterest.org,Barbados,info@ourinterest.org
True,3625,1 512 370 2276,17030,North America,Texas,Austin,907 South Congress Ave.,78704,www.8vc.com,United States,media@8vc.com
True,2762,1 212 404 6800,7899,North America,New York,New York,"767 Fifth Avenue, 23rd Floor",10153,jcfco.com,United States,investorinformation@jcfco.com
False,1538,44 20 7710 0500,7899,Western Europe,,London,"1 Angel Court, 13th Floor",EC2R 7HJ,,United Kingdom,
True,3562,1 214 763 8383,13364,North America,Texas,Irving,"222 W. Las Colinas Blvd, Suite #755E",75039,www.dallasvc.com,United States,info@nayaventures.com
False,769,,13364,Asia-Pacific,,Hyderabad,"Dallas Center 83/1, Plot No A1, 6th Floor,  Knowledge City,  Rai Durg",500032,,India,
True,1767,1 920 455 5514,19993,North America,Wisconsin,Green Bay,1025 Lombardi Avenue,54304,www.titletowntech.com,United States,
True,3649,1 650 331 8800,18670,North America,California,Palo Alto,"250 University Avenue, Suite 300",94301,capricornllc.com,United States,info@capricornllc.com
False,3023,1 646 289 3030,18670,North America,New York,New York,"660 Madison Avenue, Suite 1725",10065,,United States,
True,1469,1 310 882 8124,20001,North America,California,Santa Monica,"1221 Ocean Avenue, Suite 1205",94107,,United States,
True,3716,1 212 515 2114,6842,North America,New York,New York,410 Park Avenue 19th Floor,10022,,United States,
True,1951,1 972 707 2500,10734,North America,Texas,Addison,"5057 Keller Springs Road, Suite 650",75001,www.foundationenergy.com,United States,
False,3218,1 918 526 5500,10734,North America,Oklahoma,Tulsa,"15 East 5th Street, Suite 1200",74103,,United States,
False,1827,1 303 244 8100,10734,North America,Colorado,Denver,"1775 Sherman Street, Suite 1800",80203,,United States,
False,184,1 972 707 2518,10734,North America,Texas,Houston,"808 Travis Street, Suite 1005",77002,,United States,
True,2377,1 855 844 2247,19442,North America,New York,New York,"527 Madison Avenue, 2nd Floor",10022,www.caisgroup.com,United States,info@caisgroup.com
False,1281,,19442,North America,California,Los Angeles,9777 Wilshire Boulevard Suite #460,90212,,United States,
False,456,,19442,North America,Texas,Austin,201 W 5th Street Suite #1100,78701,,United States,
True,3842,1 617 204 6400,9785,North America,Massachusetts,Boston,888 Boylston Street,02199,www.scsfinancial.com,United States,privateequityinbox@scsfinancial.com
False,2288,,9785,North America,New York,New York,919 Third Avenue,10022,,United States,
False,4043,,9785,North America,California,Beverly Hills,9777 Wilshire Blvd,90212,,United States,
True,1244,1 212 902 1000,954,North America,New York,New York,200 West Street,10282,www.gsam.com,United States,
False,1272,86 21 2401 8600,954,Asia-Pacific,,Shanghai,"Level 47, Two ifc  8 Century Avenue  Pudong New Area",200120,,China,
False,924,852 2978 1000,954,Asia-Pacific,,Hong Kong,"Cheung Kong Center, 68th Floor  2 Queen's Road  Central",,,Hong Kong,
False,2171,86 10 6627 3400,954,Asia-Pacific,,Beijing,"Winland International Center, 18th Floor, 7 Finance Street, Xicheng District",100033,,China,
False,131,91 22 6616 9000,954,Asia-Pacific,,Mumbai,"Rational House 951-A, Appasaheb Marathe Marg Prabhadevi",400 025,,India,
False,1132,972 3564 1600,954,Middle East/Africa,,Tel Aviv,Museum Tower  4 Berkowitz Street  16th Floor,64238,,Israel,
False,3229,81 3 6437 1000,954,Asia-Pacific,,Tokyo,"Roppongi Hills Mori Tower, 10-1, Roppongi 6-chome, Minato-ku",106-6147,,Japan,
False,419,65 6889 1000,954,Asia-Pacific,,Singapore,"1 Raffles Link, 07-01 South Lobby",039393,,Singapore,
False,1081,9714 376 3444,954,Middle East/Africa,,Dubai,"Dubai International Financial Centre  Level 7, Gate Precinct Building 5",,,United Arab Emirates,
False,676,1 415 393 7500,954,North America,California,San Francisco,555 California Street 45th Floor,94104,,United States,
False,3485,44 20 7774 1000,954,Western Europe,,London,"Peterborough Court, 133 Fleet Street",EC4A 2BB,,United Kingdom,
False,2042,822 3788 1000,954,Asia-Pacific,,Seoul,"21st Floor HeungKuk Life Insurance Building  68 Saemunan-ro, Jongno-gu",03184,,South Korea,
False,1774,54 11 4811 7505,954,Latin America,,Buenos Aires,"Av. Del Libertador 602  11th Floor ""B""",C1001ABT,,Argentina,
False,1313,1 416 343 8900,954,North America,,Toronto,TD North Tower  77 King Street West  Suite 3400 Toronto-Dominion Centre,M5K 1B7,,Canada,
False,3666,5255 540 8100,954,Latin America,,Mexico City,"Avenida Prado Sur 250, Piso 1, Colonia Lomas de Chapultepec, Delegacion Miguel Hidalgo",11000,,Mexico,
False,2232,974 4496 7560,954,Middle East/Africa,,Doha,"Qatar Financial Centre, Office 601 - 6th Floor West Bay",,,Qatar,
False,3768,27 11 303 2700,954,Middle East/Africa,,Johannesburg,"13th Floor The Forum 2 Maude Street, Sandton",2196,,South Africa,
False,2040,1 310 407 5700,954,North America,California,Los Angeles,"Fox Plaza, Suite 2600, 2121 Avenue of the Stars",90067,,United States,
False,3615,61 3 9679 1111,954,Asia-Pacific,,Melbourne,"Level 17, 101 Collins Street",3000,,Australia,
False,1072,603 2615 2718,954,Asia-Pacific,,Kuala Lumpur,"Level 26,  Menara Maxis, Kuala Lumpur City Centre",50088,,Malaysia,
False,2570,64 9 362 7300,954,Asia-Pacific,,Auckland,"Level 39, Vero Centre 48 Shortland Street",1010,,New Zealand,
False,2150,886 2 2730 4000,954,Asia-Pacific,,Taipei,"Taipei Metro Tower, 11th Floor, 207 Tun Hua South Road, Sec. 2",10675,,Taiwan,
False,4001,55 11 3371 0700,954,Latin America,,São Paulo,Rua Leopoldo Couto Magalhães Junior 700 16 andar   Itaim Bibi,04542-000,,Brazil,
False,3170,39 02 8022 1000,954,Western Europe,,Milan,"4th Floor, Piazzetta M. Bossi 3",20121,,Italy,
False,1409,7 495 645 4000,954,Central/Eastern Europe,,Moscow,"14th Floor, Ducat III 6, Gasheka Street",125047,,Russia,
False,3909,966 1 279 4800,954,Middle East/Africa,,Riyadh,"25 Floor, Kingdom Tower",11573,,Saudi Arabia,
False,3892,1 617 204 2000,954,North America,Massachusetts,Boston,"125 High Street, 20th Floor",02110-2704,,United States,
False,289,1 312 655 4600,954,North America,Illinois,Chicago,"71 South Wacker Drive, Suite 500",60606,,United States,
False,1828,1 212 902 1000,954,North America,New Jersey,Jersey City,30 Hudson Street,07302-4699,,United States,
False,2321,33 1 4212 1000,954,Western Europe,,Paris,"5, Avenue Kleber",75116,,France,
False,3296,49 69 7532 1000,954,Western Europe,,Frankfurt,MesseTurm  Friedrich-Ebert-Anlage 49,60308,,Germany,
True,749,1 212 822 9710,16871,North America,New York,New York,570 Lexington Avenue 32nd Floor,10022,www.blueroad.com,United States,info@blueroad.com
True,1192,1 800 223 6448,1801,North America,New York,New York,1290 Avenue of the Americas,10104,www.nb.com/,United States,nbalternatives@nb.com
False,741,852 3664 8800,1801,Asia-Pacific,,Central,Jardine House 20th Floor 1 Connaught Place,,,Hong Kong,
False,3866,44 20 3214 9000,1801,Western Europe,,London,The Zig Zag Building 70 Victoria Street,SW1E 6SQ,,United Kingdom,
False,793,81 3 5218 1930,1801,Asia-Pacific,,Tokyo,"Shin Marunouchi Building 12th Floor 1-5-1 Marunouchi, Chiyoda-ku",100-6512,,Japan,
False,2897,,1801,North America,Texas,Dallas,325 North St. Paul Street,75201,,United States,
False,22,,1801,North America,Massachusetts,Boston,"53 State Street 13th Floor, Suite 1303",02109,,United States,
False,2696,,1801,Western Europe,,Milan,Via San Damiano 7,20122,,Italy,
False,1009,,1801,Western Europe,,Milan,Via Turati 25,20121,,Italy,
False,3017,,1801,Western Europe,,Zurich,"BÃ¶rsenstrasse 26, Ground Level",8001,,Switzerland,
True,1169,1 415 717 8770,17753,North America,California,San Francisco,"3000 El Camino Real,  Bldg 4 Suite 200",94306,www.reddogcap.com,United States,info@reddogcap.com
True,3857,1 213 507 5747,20028,North America,California,Newport Beach,"4675 MacArthur Ct,  15th Floor",92660,www.gron.vc,United States,hello@gron.vc
True,459,1 650 804 0771,20030,North America,California,Oakland,2323 Broadway,94612,www.authentic-ventures.com,United States,info@authentic-ventures.com
True,250,1 650 455 5270,14329,North America,California,Palo Alto,1825 Emerson Street,94301,www.streamlinedventures.com,United States,
False,3742,49 69 78988 7000,8096,Western Europe,,Frankfurt,"mainBuilding, Taunusanlage 16",60325,,Germany,
False,1775,44 207 016 5000,8096,Western Europe,,London,25 St. George Street,W1S 1FS,,United Kingdom,
False,3866,1 310 843 1900,8096,North America,California,Los Angeles,"2000 Avenue of the Stars, Suite 510 N",90067,,United States,
False,3555,352 2088 1700,8096,Western Europe,,Luxembourg,"Le Dôme   3rd floor   2-8, Avenue Charles de Gaulle",L-1653,,Luxembourg,
False,1389,1 914 694 8000,8096,North America,New York,Purchase,"1 Manhattanville Road, Suite 201",10577,,United States,
False,2977,91 22 6293 4400,8096,Asia-Pacific,,Mumbai,The Grand Hyatt Complex Suite F-11 Maharashtra,400055,,India,
True,2176,1 212 515 3200,8096,North America,New York,New York,"9 West 57th Street, 43rd Floor",10019,www.apollo.com,United States,
False,1293,1 832 708 2000,8096,North America,Texas,Houston,"700 Louisiana Street, Suite 2710",77002,,United States,
False,1051,852 3588 6300,8096,Asia-Pacific,,Hong Kong,"The Hong Kong Club Building, Suites 1301-1303 3A Chater Road, Central",,,Hong Kong,
False,3074,1 212 515 3200,8096,North America,New York,New York,3 Bryant Park,10036,,United States,
False,1932,1 647 849 3502,8096,North America,,Toronto,TD Canada Trust Tower  27th Floor  161 Bay Street,M5T 2S1,,Canada,
False,3006,65 6372 5440,8096,Asia-Pacific,,Singapore,"61 Robinson Road, Level 11, Suite 1, Robinson Centre",068893,,Singapore,
False,1616,,8096,Asia-Pacific,,Guragon,Masterpiece Building Ground Floor - ABC Suites Golf Course Road,122 022,,India,
False,318,1 240 6302700,8096,North America,Maryland,Bethesda,7255 Woodmont Avenue,20814,,United States,
False,905,1 872 5296101,8096,North America,Illinois,Chicago,"150 South Wacker Drive, 24th Floor",60606,,United States,
False,1594,34 91 198 3700,8096,Western Europe,,Madrid,"C/ Alcalá, 54 2º Izquierda",28014,,Spain,
False,1000,,8096,Asia-Pacific,,Tokyo,"Level 17, Roppongi Hills North Tower 6-2-31 Roppongi, Minato-ku",106-0032,,Japan,
True,3341,1 917 859 1500,6386,North America,Massachusetts,Boston,101 Huntington Avenue,02199,www.audaxgroup.com,United States,
False,3066,1 212 703 2700,6386,North America,New York,New York,320 Park Avenue 19th Floor,10022,,United States,
False,3950,1 650 252 0600,6386,North America,California,San Francisco,101 California Street Suite 4750,94111,,United States,
True,1326,1 816 531 1101,9296,North America,Missouri,Kansas City,"4900 Main Street,  Suite 700",64112,www.prairiecapital.com,United States,inquiry@prairiecapital.com
False,223,1 630 472 3190,9296,North America,Illinois,Oakbrook Terrace,"Two Mid America Plaza,  Suite 750",60181,,United States,
False,569,1 214 389 5944,9296,North America,Texas,Dallas,"5910 N. Central Expressway, Suite 1900",75206,,United States,
True,3836,1 917 593 6414,20046,North America,New York,New York,"60 East 42nd Street, Suite #630",10165,www.mepcap.com,United States,info@mepcap.com
True,980,1 212 981 0140,11755,North America,Tennessee,Nashville,3100 West End Avenue Suite 940,37203,www.capitalspring.com,United States,learnmore@capitalspring.com
False,211,,11755,North America,New York,New York,575 Lexington Avenue 28th Floor,10022,,United States,
False,295,,11755,North America,California,El Segundo,200 North Pacific Coast Highway 15th Floor,90245,,United States,
False,1370,,11755,North America,Georgia,Atlanta,"Tower Place 200, 3348 Peachtree Road, Suite 1030",30326,,United States,
True,2785,1 415 800 2289,18665,North America,California,San Francisco,530 Bush Street Suite 703,94108,www.crescentcove.com,United States,ir@crescentcove.com
True,629,1 646 639 9608,20063,North America,New York,New York,29 Little W 12th St,10014,the13ventures.com,United States,hello@the13ventures.com
True,3724,1 415 250 4643,14939,North America,California,San Francisco,156 2nd Street,94105,www.fourriversgroup.com,United States,
True,1850,1 919 933 4004,2898,North America,North Carolina,Chapel Hill,301 West Barbee Chapel Road Suite 200,27517,www.morgancreekcap.com,United States,web@morgancreekcap.com
False,3942,86 215 169 0718,2898,Asia-Pacific,,Shanghai,"Suite 508, No. 309 Han Kou Road, Huang Pu District",200001,,China,
False,3967,1 203 989 3980,7906,North America,Connecticut,Stamford,"700 Canal St., 4th Floor",06902,,United States,
True,2883,1 720 284 6400,7906,North America,Colorado,Denver,"100 St. Paul Street, Suite 800",80206,www.kslcapital.com,United States,prospects@kslcapital.com
False,752,44 208 069 0160,7906,Western Europe,,London,"7th Floor, Portland House, Bressenden Place",SW 1W 0BD,,United Kingdom,
False,3402,6567970181,7906,Asia-Pacific,,Singapore,"Centennial Tower, Level 18, 3 Temasek Avenue",039190,,Singapore,
True,3787,1 713 357 9660,18061,North America,Texas,Houston,"811 Louisiana Street,  Suite 2550",77002,www.mountainlp.com,United States,
True,3925,,20082,Western Europe,,London,Sunderland Terrace,W2 5 GB,www.cambrial.com,United Kingdom,
True,1931,1 212 692 2000,5225,North America,New York,New York,245 Park Avenue,10167,www.angelogordon.com,United States,information@angelogordon.com
False,3124,1 310 777 5440,5225,North America,California,Los Angeles,"2000 Avenue of the Stars, Suite 1020",90067,,United States,
False,793,852 3416 7300,5225,Asia-Pacific,,Hong Kong,"Suite 1604, One Exchange Square Central",,,Hong Kong,
False,2745,44 207 758 5300,5225,Western Europe,,London,23 Savile Row,W1S 2ET,,United Kingdom,
False,3510,31 20 262 0660,5225,Western Europe,,Amsterdam,Prinsengracht 919,1017 KD,,Netherlands,
False,265,822 721 5200,5225,Asia-Pacific,,Seoul,"9F, A Tower, The-K Twin Towers 50 Jongno 1-Gil, Jongno-Gu",03142,,South Korea,
False,1371,81 35 474 5610,5225,Asia-Pacific,,Tokyo,"Roppongi Hills Mori Tower 17th Fl. 6-10-1, Roppongi Minato-ku",106-6117,,Japan,
False,3853,1 415 767 0525,5225,North America,California,San Francisco,"101 California Street, Suite 2820",94111,,United States,
False,379,1 312 763 5100,5225,North America,Illinois,Chicago,111 S. Wacker Dr. 36th Fl,60606,,United States,
False,3895,1 713 999 4320,5225,North America,Texas,Houston,"712 Main Street, Suite 1300",77002,,United States,
False,2500,49 695 05060 4415,5225,Western Europe,,Frankfurt,"Taunustor 1, Office 18.14",60310,,Germany,
False,1557,,5225,Western Europe,,Milan,Via Mengoni 4,20121,,Italy,
False,922,,5225,Asia-Pacific,,Singapore,Marina Bay Financial Center Tower 1 8 Marina Blvd.,18981,,Singapore,
True,2282,1 404 410 6476,18351,North America,Georgia,Atlanta,"Piedmont Center 3575 Piedmont Road Building 15, 7th Floor, Suite 730",30305,panoramic.vc,United States,hello@panoramic.vc
True,2743,1 206 709 3090,12778,North America,Washington,Seattle,"1652 20th Avenue,",98122,www.divergentvc.com,United States,
True,4025,1 617 516 2000,6389,North America,Massachusetts,Boston,200 Clarendon Street,02116,www.baincapital.com,United States,
False,1301,81 3 6212 7070,6389,Asia-Pacific,,Tokyo,"5F, Palace Building 1-1-1 Marunouchi Chiyoda-ku",100-0005,,Japan,
False,3400,49 89 244 410 700,6389,Western Europe,,Munich,Maximilianstrasse 11,80539,,Germany,
False,1215,852 3656 6800,6389,Asia-Pacific,,Hong Kong,51/F Cheung Kong Center 2 Queen's Road Central,,,Hong Kong,
False,2109,1 212 326 9420,6389,North America,New York,New York,590 Madison Avenue 42nd Floor,10022,,United States,
False,35,91 22 6752 8000,6389,Asia-Pacific,,Mumbai,"2nd Floor, Free Press House Nariman Point",400 021,,India,
False,1858,1 650 798 2500,6389,North America,California,Palo Alto,335 Bryant Street,94301,,United States,
False,1725,86 21 6062 6120,6389,Asia-Pacific,,Shanghai,"Room 3658-60, 36/F Two IFC 8 Century Boulevard",200120,,China,
False,1929,1 212 822 2900,6389,North America,New York,New York,632 Broadway,10012,,United States,
False,3144,353 1901 9800,6389,Western Europe,,Dublin,5 Fitzwilliam Square East,2,,Ireland,
False,3633,61 3 8102 8600,6389,Asia-Pacific,,Melbourne,"Level 20, 101 Collins Street",3000,,Australia,
False,2585,1 415 213 2400,6389,North America,California,San Francisco,590 Howard Street,94105,,United States,
False,3902,1 312 253 6940,6389,North America,Illinois,Chicago,1 North Franklin Street	 Suite 3050,60606,,United States,
False,2683,44 20 7514 5252,6389,Western Europe,,London,Devonshire House Mayfair Place,W1J 8AJ,,United Kingdom,
False,2392,61 2 9093 5500,6389,Asia-Pacific,,Sydney,"L19, Suite 1903 ,Deutsche Bank	 126 Phillip Street",2000,,Australia,
True,1489,1 248 731 9500,20097,North America,Michigan,Birmingham,251 Pierce,48009,www.schechterwealth.com/our-services/private-capital,United States,info@schechterwealth.com
False,1313,1 404 504 9333,6829,North America,Georgia,Atlanta,1380 West Paces Ferry Road Suite 1290,30327,,United States,
False,1312,1 617 262 8455,6829,North America,Massachusetts,Boston,500 Boylston Street 20th Floor,02116,,United States,
False,2713,1 415 439 5500,6829,North America,California,San Francisco,One Sansome Street 37th Floor,94104,,United States,
True,3821,1 305 379 2322,6829,North America,Florida,Miami,1450 Brickell Avenue 31st Floor,33131,www.higcapital.com,United States,info@higcapital.com
False,2426,1 212 506 0500,6829,North America,New York,New York,600 Fifth Avenue 22nd Floor,10020,,United States,
False,2948,1 312 214 1234,6829,North America,Illinois,Chicago,155 N Wacker Drive Suite 840,60606,,United States,
False,1040,1 214 855 2999,6829,North America,Texas,Dallas,200 Crescent Court Suite 1414,75201,,United States,
False,1859,1 323 4740 444,6829,North America,California,Los Angeles,12100 Wilshire Boulevard Suite 1625,90025,,United States,
False,3270,1 2034283905,6829,North America,Connecticut,Stamford,Metro Center One Station Place Fifth Floor,06902,,United States,
False,1000,44 207 318 5700,6829,Western Europe,,London,10 Grosvenor Street 2nd Floor,W1K 4QB,,United Kingdom,
False,3682,49 40 41 33 06 100,6829,Western Europe,,Hamburg,Warburgstrasse 50,20354,https://higcapital.com/,Germany,hkleingarn@higcapital.com
True,3428,1 415 926 2030,18189,North America,California,San Francisco,555 Clay Street,94111,www.innovationglobal.com,United States,info@innovationglobal.com
True,636,1 818 439 8646,20114,North America,California,Berkeley,1935 Addison Street Suite A,94704,www.thehouse.fund,United States,build@thehouse.fund
True,3023,1 917 434 9685,20135,North America,Florida,Boca Raton,"150 E. Palmetto Park Road, Suite 800",33432,www.redreefpartners.com,United States,info@redreefpartners.com
True,2337,1 609 896 1900,6468,North America,New Jersey,Princeton,281 Witherspoon Street,08540,www.edisonpartners.com,United States,contact@edisonpartners.com
True,1554,1 312 348 7580,9489,North America,Illinois,Chicago,"1 East Wacker Drive,  Suite 2900",60601,www.shorecp.com,United States,info@shorecp.com
False,3430,1 615 551 7002,9489,North America,Tennessee,Nashville,"2525 West End Ave,  Suite 925",37203,,United States,
True,1375,1 212 583 8700,18496,North America,Connecticut,Greenwich,"4 Greenwich Office Park, 1st Floor Greenwich, CT",06831,www.melody.com,United States,ir@melody.com
True,655,1 650 272 0526,14221,North America,California,Palo Alto,119 University Ave.,94301,www.aminocapital.com,United States,bp@aminocapital.com
False,1843,852 3656 8600,5611,Asia-Pacific,,Hong Kong,Two Int'l Finance Centre Suite 901 8 Finance Street Central,,,Hong Kong,
True,3469,1 212 583 5000,5611,North America,New York,New York,345 Park Avenue,10154,www.blackstone.com,United States,info@blackstone.com
False,1070,1 713 358 1400,5611,North America,Texas,Houston,1111 Bagby Street Suite 2050,77002,,United States,
False,1916,44 20 7451 4000,5611,Western Europe,,London,40 Berkeley Square,W1J5AL,,United Kingdom,
False,4025,91 22 6752 8500,5611,Asia-Pacific,,Mumbai,Express Towers Nariman Point,400021,,India,
False,4127,81 3 4577 8400,5611,Asia-Pacific,,Tokyo,"10F Marunouchi Building 2-4-1 Marunouchi, Chiyoda-ku, Tokyo",100-6310,,Japan,
False,4109,65 6850 7500,5611,Asia-Pacific,,Singapore,"Marina Bay Financial Centre Tower 2 Suite 13-01/02, 10 Marina Boulevard",018983,,Singapore,
False,2296,971 2694 8617,5611,Middle East/Africa,,Abu Dubai,"ABU DHABI GLOBAL MARKET  SQUARE AL SILA TOWER, 24TH FLOOR,",128666,,United Arab Emirates,
False,99,86 21 6169 8188,5611,Asia-Pacific,,Shanghai,"Unit 3901-3903,  39th Floor,  HKRI Centre One HKRI  Taikoo Hui, 288 Shimen Yi Road,",200041,,China,
False,120,61 2 8016 7200,5611,Asia-Pacific,,Sydney,Gateway  One Macquarie Place Suite 3901,2000,,Australia,
False,3515,353 1 436 0100,5611,Western Europe,,Dublin,"30 Herbert Street,  2nd Floor",2,,Ireland,
False,2212,55 11 20504700,5611,Latin America,,São Paulo,"Edificio Plaza Iguatemi  Avenida Brigadeiro Faria Lima, 2277 Suite 1201and 1202",01452-000,,Brazil,
False,1910,52 55 10374600,5611,Latin America,,México,Javier Barros Sierra 540 Edificio Park Plaza Torre 1 Piso 1 Col. Santa Fe Del. Álvaro Obregón,01210,,Mexico,
False,67,1 3105601013,5611,North America,California,Santa Barbara,1155 Coast Village Road Suite C,93108,,United States,
False,2760,1 416 479 5444,5611,North America,,Toronto,100 King Street West 56th Floor,M5X 1C9,,Canada,
False,1540,1 212 5835000,5611,North America,New York,New York,601 Lexington Avenue,10022,,United States,
