fund_id,fund_name,manager_id,manager,close_year,strategy,fund_size_amt,fund_currency
27850,B.E.S.T. Active Fund 15,11364.0,B.E.S.T. Funds,2012,Venture Capital / Growth Equity,4300000.0,USD
27278,B.E.S.T. Active Fund 16,11364.0,B.E.S.T. Funds,2012,Venture Capital / Growth Equity,3650000.0,CAD
43229,MicroAngel Startup Fund VIII,12943.0,Microangel Capital Partners,2012,Venture Capital / Growth Equity,325000.0,USD
23523,Summit Partners Venture Capital Fund III,6693.0,Summit Partners,2012,Venture Capital / Growth Equity,520000000.0,USD
991,Adams Street 2012 Direct Fund,6359.0,Adams Street Partners,2012,Venture Capital / Growth Equity,87000000.0,USD
26760,TTCP Fund I,13421.0,TT Capital Partners,2012,Venture Capital / Growth Equity,131960000.0,USD
28057,Lemnos Labs Fund I,14055.0,Lemnos Labs,2012,Venture Capital / Growth Equity,1850000.0,USD
23415,Madrona Venture Fund V,7908.0,Madrona Venture Group,2012,Venture Capital / Growth Equity,300000000.0,USD
26811,DreamIt Fund II,13455.0,DreamIt Ventures,2012,Venture Capital / Growth Equity,9300000.0,USD
1597,Nextech III Oncology LPCI,11472.0,Nextech Invest,2012,Venture Capital / Growth Equity,35000000.0,EUR
26832,Allegro Venture Partners Fund,13446.0,Fyrfly Venture Partners,2012,Venture Capital / Growth Equity,,
25599,MicroAngel Startup Fund II,12943.0,Microangel Capital Partners,2012,Venture Capital / Growth Equity,401000.0,USD
26840,Keller Late State VC Fund,13463.0,First Foundation,2012,Venture Capital / Growth Equity,9950000.0,USD
22441,Catalyst Health Ventures III,12706.0,Catalyst Health Ventures,2012,Venture Capital / Growth Equity,33000000.0,USD
23414,Khosla Ventures Seed B,10222.0,Khosla Ventures,2012,Venture Capital / Growth Equity,42000000.0,USD
38360,Checketts Partners Investment Fund I,18113.0,Checketts Partners Investment Management,2012,Venture Capital / Growth Equity,50000000.0,USD
38347,K1 Private Investors,15742.0,K1 Investment Management,2012,Venture Capital / Growth Equity,,
27205,ClearSky Power & Technology Fund I,13613.0,ClearSky,2012,Venture Capital / Growth Equity,275000000.0,USD
5157,GEF U.S. Growth Fund II,8272.0,GEF Capital Partners,2012,Venture Capital / Growth Equity,113000000.0,USD
40100,Initialized Capital Special Opportunities Fund I,18589.0,Initialized Capital,2012,Venture Capital / Growth Equity,5000000.0,USD
27852,B.E.S.T. Active Fund 14,11364.0,B.E.S.T. Funds,2012,Venture Capital / Growth Equity,4050000.0,CAD
27958,Klass Capital I,12606.0,Klass Capital,2012,Venture Capital / Growth Equity,50000000.0,USD
26856,Huron River Ventures I,6797.0,Huron River Ventures,2012,Venture Capital / Growth Equity,11100000.0,USD
22967,Element Partners II-A,8043.0,Element Partners,2012,Venture Capital / Growth Equity,51250000.0,USD
4183,TEXO Ventures I,12476.0,TEXO Ventures,2012,Venture Capital / Growth Equity,15400000.0,USD
24032,WestSummit China Capital Growth Capital II,12400.0,WestSummit Capital,2012,Venture Capital / Growth Equity,,
25001,August Capital VI,7228.0,August Capital,2012,Venture Capital / Growth Equity,550000000.0,USD
34457,Windham Venture Partners I,16830.0,Windham Venture Partners,2012,Venture Capital / Growth Equity,39000000.0,USD
24925,Data Point Capital I,12842.0,Data Point Capital,2012,Venture Capital / Growth Equity,50000000.0,USD
43392,Swisscom Ventures II,14207.0,Swisscom Ventures,2012,Venture Capital / Growth Equity,60000000.0,CHF
47015,Generation Capital Partners Donuts,7272.0,Generation Partners,2012,Venture Capital / Growth Equity,13170000.0,USD
23977,W Fund,12762.0,The W Fund,2012,Venture Capital / Growth Equity,20000000.0,USD
22542,Lowercase Stampede,12673.0,Lowercase Capital,2012,Venture Capital / Growth Equity,,
4347,MaRS Cleantech Fund,12536.0,Arctern Ventures,2012,Venture Capital / Growth Equity,60000000.0,CAD
4346,Merck Lumira Biosciences Fund (MLBF),6587.0,Lumira Ventures,2012,Venture Capital / Growth Equity,43000000.0,USD
24920,Dell Fluid Data Storage Fund,12840.0,Dell Technologies Capital,2012,Venture Capital / Growth Equity,60000000.0,USD
4731,Lightspeed Venture Partners IX,6576.0,Lightspeed Venture Partners,2012,Venture Capital / Growth Equity,675000000.0,USD
4146,NextView Ventures,12445.0,NextView Ventures,2012,Venture Capital / Growth Equity,21000000.0,USD
4219,NewWorld Environmental Infrastructure,10589.0,NewWorld Capital Group,2012,Venture Capital / Growth Equity,50000000.0,USD
4361,OP Ventures Global,7305.0,Iris Capital,2012,Venture Capital / Growth Equity,100000000.0,EUR
4887,Andreessen Horowitz Fund III,10858.0,Andreessen Horowitz,2012,Venture Capital / Growth Equity,900000000.0,USD
4178,Capital Dynamics Champion Ventures VII,90.0,Capital Dynamics,2012,Venture Capital / Growth Equity,111000000.0,USD
31080,TPG Biotechnology Partners IV,6701.0,TPG,2012,Venture Capital / Growth Equity,106000000.0,USD
61324,Forerunner Partners for Ohso Clean Series C,12872.0,Forerunner Ventures,2012,Venture Capital / Growth Equity,628000.0,USD
43880,Rho Canada Ventures II,19260.0,Rho Canada Ventures,2012,Venture Capital / Growth Equity,100000000.0,CAD
46896,Shea Ventures Opportunity Fund A-III,12631.0,J.F. Shea Co.,2012,Venture Capital / Growth Equity,625000.0,USD
47421,Peterson Ventures IV,11412.0,Peterson Partners,2012,Venture Capital / Growth Equity,,
24253,Benchmark Capital Partners VII (AIV),6399.0,Benchmark,2012,Venture Capital / Growth Equity,15660000.0,USD
46897,Shea Ventures Opportunity Fund A-IV,12631.0,J.F. Shea Co.,2012,Venture Capital / Growth Equity,500000.0,USD
2298,RRE Ventures V,7424.0,RRE Ventures,2012,Venture Capital / Growth Equity,230000000.0,USD
1258,Longitude Venture Partners II,8664.0,Longitude Capital,2012,Venture Capital / Growth Equity,385000000.0,USD
45850,Camcor Energy Fund VII-B,8245.0,Camcor Partners,2012,Venture Capital / Growth Equity,20500000.0,CAD
22520,CHL Translational Medicine Fund I,6441.0,CHL Medical Partners,2012,Venture Capital / Growth Equity,,
22540,Celtic House Venture Partners Fund IV,6827.0,Celtic House Venture Partners,2012,Venture Capital / Growth Equity,85000000.0,CAD
22885,OpenView Venture Partners III,8155.0,OpenView Partners,2012,Venture Capital / Growth Equity,207000000.0,USD
24959,NGP Natural Resources X,8410.0,NGP Energy Capital Management,2012,Venture Capital / Growth Equity,3590000000.0,USD
34070,Mucker Accelerator I,13480.0,Mucker Capital,2012,Venture Capital / Growth Equity,379290.0,USD
41342,responsAbility Participations AG,15484.0,ResponsAbility Investments,2012,Venture Capital / Growth Equity,139000000.0,CHF
31526,Cultivation Capital Technology Fund,14303.0,Cultivation Capital,2012,Venture Capital / Growth Equity,20000000.0,USD
25000,August Capital VI Special Opportunities,7228.0,August Capital,2012,Venture Capital / Growth Equity,250000000.0,USD
4240,Franklin Park Venture Fund Series 2012,1722.0,Franklin Park,2012,Venture Capital / Growth Equity,55000000.0,USD
33744,The Hive I,16665.0,The Hive,2012,Venture Capital / Growth Equity,,
4199,Piper Jaffray Merchant Banking Fund I,6722.0,Piper Sandler,2012,Venture Capital / Growth Equity,100000000.0,USD
43228,MicroAngel LTO Fund I,12943.0,Microangel Capital Partners,2012,Venture Capital / Growth Equity,110000.0,USD
30779,Collaborative I,13758.0,Collaborative Fund,2012,Venture Capital / Growth Equity,10000000.0,USD
44060,PJC Merchant Banking Partners III,6722.0,Piper Sandler,2012,Venture Capital / Growth Equity,4370000.0,USD
32042,TCW/Craton Equity Investors II,8336.0,TCW Group,2012,Venture Capital / Growth Equity,50890000.0,USD
24208,NextStage Capital II,12812.0,NextStage Capital,2012,Venture Capital / Growth Equity,1500000.0,USD
43231,MicroAngel VC Fund I,12943.0,Microangel Capital Partners,2012,Venture Capital / Growth Equity,300000.0,USD
22543,Lowercase Spur,12673.0,Lowercase Capital,2012,Venture Capital / Growth Equity,,
4789,IA Venture Strategies Fund II,12049.0,IA Ventures,2012,Venture Capital / Growth Equity,105000000.0,USD
43230,MicroAngel EM Fund I,12943.0,Microangel Capital Partners,2012,Venture Capital / Growth Equity,100000.0,USD
32124,Cowboy Capital Fund I,15804.0,Cowboy Ventures,2012,Venture Capital / Growth Equity,40000000.0,USD
34817,Vine Street Ventures Fund I,16916.0,Vine Street Ventures,2012,Venture Capital / Growth Equity,1390000.0,USD
24049,Lemhi Ventures Fund II,12780.0,Lemhi Ventures,2012,Venture Capital / Growth Equity,150000000.0,USD
24140,Kennet IV,6893.0,Kennet Partners,2012,Venture Capital / Growth Equity,105000000.0,USD
3481,LearnCapital Fund,12272.0,Learn Capital,2012,Venture Capital / Growth Equity,50000000.0,USD
30969,Artis Ventures I,14888.0,Artis Ventures,2012,Venture Capital / Growth Equity,5000000.0,USD
24936,32 Degrees Diversified Energy Fund I,12281.0,32 Degrees Capital,2012,Venture Capital / Growth Equity,60000000.0,USD
4597,GGV Capital IV,5535.0,GGV Capital,2012,Venture Capital / Growth Equity,625000000.0,USD
42569,TNVP Harvest Power Fund I,11560.0,True North Venture Partners,2012,Venture Capital / Growth Equity,50000000.0,USD
25010,Forerunner Partners I,12872.0,Forerunner Ventures,2012,Venture Capital / Growth Equity,41670000.0,USD
31438,Lead Edge Partners Opportunity I,15336.0,Lead Edge Capital,2012,Venture Capital / Growth Equity,2560000.0,USD
1218,Braemar Energy Ventures III,8462.0,Braemar Energy Ventures,2012,Venture Capital / Growth Equity,300000000.0,USD
24931,K9 Ventures II,12849.0,K9 Ventures,2012,Venture Capital / Growth Equity,40000000.0,USD
30819,Harmony Partners Fund I,10317.0,Harmony Partners,2012,Venture Capital / Growth Equity,20500000.0,USD
22546,Lowercase Industry Fund II-A,12673.0,Lowercase Capital,2012,Venture Capital / Growth Equity,3500000.0,USD
4094,Artiman Ventures Special Opportunities Fund,8119.0,Artiman Management,2012,Venture Capital / Growth Equity,133000000.0,USD
44928,Dragoneer Global Fund,19450.0,Dragoneer Investment Group,2012,Venture Capital / Growth Equity,105000000.0,USD
24216,LVP Capella Investors III,12817.0,Levensohn Venture Partners,2012,Venture Capital / Growth Equity,927000.0,USD
24496,Tenaya Capital VI,10610.0,Tenaya Capital,2012,Venture Capital / Growth Equity,372000000.0,USD
33015,Frontier Fund III,16269.0,Frontier Growth,2012,Venture Capital / Growth Equity,250000000.0,USD
31411,West Capital Partners I,15518.0,West Capital Advisors,2012,Venture Capital / Growth Equity,,
32859,UpWest Fund I,16194.0,UpWest,2012,Venture Capital / Growth Equity,2500000.0,USD
61325,Forerunner Partners for Serena & Lily,12872.0,Forerunner Ventures,2012,Venture Capital / Growth Equity,2250000.0,USD
23998,Linn Grove Angel Fund,12725.0,LGI,2012,Venture Capital / Growth Equity,175000000.0,USD
27354,Venture51 Capital Fund,13679.0,Hinge Capital,2012,Venture Capital / Growth Equity,6110000.0,USD
35734,Index Life VI,17318.0,Medicxi,2012,Venture Capital / Growth Equity,150000000.0,EUR
23657,GGV Capital IV Entrepreneurs Fund,5535.0,GGV Capital,2012,Venture Capital / Growth Equity,10800000.0,USD
1349,Rembrandt Venture Partners Fund Three,10821.0,Rembrandt Venture Partners,2012,Venture Capital / Growth Equity,45140000.0,USD
25254,True Ventures III,8015.0,True Ventures,2012,Venture Capital / Growth Equity,205000000.0,USD
22476,Kleiner Perkins Caufield & Byers XV,6562.0,Kleiner Perkins,2012,Venture Capital / Growth Equity,525000000.0,USD
29415,DST Global II,14601.0,Digital Sky Technologies (DST),2012,Venture Capital / Growth Equity,867000000.0,USD
3539,Osage Venture Partners III,11044.0,Osage Partners,2012,Venture Capital / Growth Equity,66000000.0,USD
1335,TPG Growth II,6701.0,TPG,2012,Venture Capital / Growth Equity,2040000000.0,USD
29407,Emergent Medical Partners,14611.0,Emergent Medical Partners,2012,Venture Capital / Growth Equity,55000000.0,USD
29967,Domain Venture Partners I (DVP I),7023.0,Domain Venture Partners,2012,Venture Capital / Growth Equity,62190000.0,USD
22481,Felicis Ventures III,12671.0,Felicis Ventures,2012,Venture Capital / Growth Equity,71000000.0,USD
30205,Techstars Ventures 2012,14977.0,Techstars,2012,Venture Capital / Growth Equity,25630000.0,USD
3604,New Enterprise Associates 14,6610.0,New Enterprise Associates,2012,Venture Capital / Growth Equity,2600000000.0,USD
2909,Burrill Capital Fund IV,6839.0,Burrill & Co.,2012,Venture Capital / Growth Equity,500000000.0,USD
22448,Healthcare Innovation Fund,12715.0,Heritage Group,2012,Venture Capital / Growth Equity,170000000.0,USD
29055,Red Swan Ventures II,14481.0,Red Swan Ventures,2012,Venture Capital / Growth Equity,3000000.0,USD
52778,Capital International Global Emerging Markets Fund VI (CIPEF VI),8071.0,Capital Group Private Markets,2012,Venture Capital / Growth Equity,3000000000.0,USD
25824,Morgan Stanley Expansion Capital,7079.0,Morgan Stanley Capital Partners,2012,Venture Capital / Growth Equity,175830000.0,USD
26394,OATV III,13275.0,O'Reilly AlphaTech Ventures,2012,Venture Capital / Growth Equity,85000000.0,USD
22363,NewWorld Environmental Opportunities Fund,10589.0,NewWorld Capital Group,2012,Venture Capital / Growth Equity,,
21424,Crosscut Ventures 2,8990.0,Crosscut Ventures,2012,Venture Capital / Growth Equity,15000000.0,USD
22381,EnCap Flatrock Midstream Fund II,12374.0,EnCap Flatrock Midstream,2012,Venture Capital / Growth Equity,1750000000.0,USD
26405,Bright Capital Energy Efficiency & Energy Saving Cluster Fund,12750.0,Bright Capital LLC,2012,Venture Capital / Growth Equity,190000000.0,USD
50339,Advanced Life Settlement Portfolio 2012-2,17820.0,ASR Alternative Investments,2012,Venture Capital / Growth Equity,,
25802,Thrive Capital Partners III,11781.0,Thrive Capital,2012,Venture Capital / Growth Equity,147000000.0,USD
26415,Ribbit Capital,13212.0,Ribbit Capital,2012,Venture Capital / Growth Equity,100000000.0,USD
26420,Sofinnova Capital VII,6683.0,Sofinnova Partners,2012,Venture Capital / Growth Equity,240000000.0,EUR
23574,ESO Venture Fund,12887.0,ESO Fund,2012,Venture Capital / Growth Equity,25000000.0,USD
26438,Greycroft Partners III,9017.0,Greycroft,2012,Venture Capital / Growth Equity,175000000.0,USD
56548,SMC Holdings I,15833.0,Spring Mountain Capital,2012,Venture Capital / Growth Equity,6650000.0,USD
26455,Perfect Trip Fund,13328.0,SAP Concur,2012,Venture Capital / Growth Equity,150000000.0,USD
21404,First Round Capital IV,11004.0,First Round Capital,2012,Venture Capital / Growth Equity,160000000.0,USD
30528,Index Ventures VI,1032.0,Index Ventures,2012,Venture Capital / Growth Equity,350000000.0,EUR
36287,Grishin Robotics Fund I,17515.0,Grishin Robotics,2012,Venture Capital / Growth Equity,25000000.0,USD
23654,NXT Capital SBIC,12191.0,NXT Capital,2012,Venture Capital / Growth Equity,75000000.0,USD
30066,Founder's Co-Op II,14890.0,Founder's Co-op,2012,Venture Capital / Growth Equity,7950000.0,USD
29971,Belle Michigan Fund,14825.0,Michbelles,2012,Venture Capital / Growth Equity,1130000.0,USD
3501,Qualcomm Life Fund,3901.0,Qualcomm Ventures,2012,Venture Capital / Growth Equity,100000000.0,USD
3500,Sequoia Capital U.S. Growth Fund V,6675.0,Sequoia Capital,2012,Venture Capital / Growth Equity,950000000.0,USD
30157,RSTP,14943.0,Pilot Growth Equity Partners,2012,Venture Capital / Growth Equity,2130000.0,USD
4992,Mutual Capital Partners Fund II,11014.0,Mutual Capital Partners,2012,Venture Capital / Growth Equity,27500000.0,USD
21871,3x5 Special Opportunity Fund,8565.0,RiverVest Venture Partners,2012,Venture Capital / Growth Equity,69470000.0,USD
35252,XPND 1,17017.0,XPND Capital,2012,Venture Capital / Growth Equity,,
35295,TEEC Angel Fund II,17026.0,TSVC,2012,Venture Capital / Growth Equity,10000000.0,USD
4066,ABS Capital Partners VII,6355.0,ABS Capital Partners,2012,Venture Capital / Growth Equity,531000000.0,USD
25561,Inovia Investment Fund III,8540.0,Inovia Capital,2012,Venture Capital / Growth Equity,110650000.0,CAD
22497,CHL Medical Partners IV,6441.0,CHL Medical Partners,2012,Venture Capital / Growth Equity,120000000.0,USD
3495,City Hill Venture Partners I,12403.0,City Hill Ventures,2012,Venture Capital / Growth Equity,9600000.0,USD
25086,Floodgate Fund IV,8784.0,Floodgate,2012,Venture Capital / Growth Equity,75000000.0,USD
30626,Nordic Venture Partners Fund II,15245.0,Bird Dog Equity Partners,2012,Venture Capital / Growth Equity,1780000.0,USD
38832,Double M Partners,18282.0,Bonfire Ventures,2012,Venture Capital / Growth Equity,6230000.0,USD
30061,Index Growth Fund II,1032.0,Index Ventures,2012,Venture Capital / Growth Equity,500000000.0,EUR
2933,Edison Venture Fund VII,6468.0,Edison Partners,2012,Venture Capital / Growth Equity,249000000.0,USD
1047,SoftTech VC III,12388.0,Uncork Capital,2012,Venture Capital / Growth Equity,55000000.0,USD
5069,H.I.G. BioVentures II,6829.0,H.I.G. Capital,2012,Venture Capital / Growth Equity,268000000.0,USD
40272,Icon Ventures V,1292.0,JAFCO Group,2012,Venture Capital / Growth Equity,260000000.0,USD
977,NewSchools Fund IV,7322.0,NewSchools Venture Fund,2012,Venture Capital / Growth Equity,35000000.0,USD
35588,Lex Energy Partners II,17271.0,Lex Capital,2012,Venture Capital / Growth Equity,54400000.0,CAD
5065,Summit Partners Growth Equity Fund VIII,6693.0,Summit Partners,2012,Venture Capital / Growth Equity,2700000000.0,USD
35814,Capricorn Healthcare and Special Opportunities I,17334.0,Martis Capital,2012,Venture Capital / Growth Equity,253000000.0,USD
29719,PTV Sciences III,8016.0,PTV Healthcare Capital,2012,Venture Capital / Growth Equity,5000000.0,USD
30310,Avalon Ventures X,15086.0,Avalon Ventures,2012,Venture Capital / Growth Equity,201630000.0,USD
30321,Grayhawk Venture Fund I,15100.0,Grayhawk Capital,2012,Venture Capital / Growth Equity,60000000.0,USD
29854,University Ventures Fund I,14762.0,University Ventures,2012,Venture Capital / Growth Equity,100000000.0,USD
25190,Advent Life Sciences Fund I,6362.0,Advent Venture Partners,2012,Venture Capital / Growth Equity,101300000.0,GBP
30241,Portland Seed Fund,15014.0,Portland Seed Fund,2012,Venture Capital / Growth Equity,3000000.0,USD
35220,RSCM Angel Fund I,17005.0,Right Side Capital Management,2012,Venture Capital / Growth Equity,6500000.0,USD
29730,Sovereign's Capital Fund I,14702.0,Sovereign's Capital,2012,Venture Capital / Growth Equity,12010000.0,USD
55924,Acrewood 2012,21279.0,Acrewood Holdings,2012,Venture Capital / Growth Equity,17250000.0,USD
29471,CVF IV Innovate NY Fund,11456.0,Cayuga Venture Fund,2012,Venture Capital / Growth Equity,7500000.0,USD
2101,Okapi Ventures II,8648.0,Okapi Venture Capital,2012,Venture Capital / Growth Equity,19000000.0,USD
21755,First Round Capital IV Partners Fund,11004.0,First Round Capital,2012,Venture Capital / Growth Equity,2750000.0,USD
55328,Tola Capital OS Investments,16776.0,Tola Capital,2012,Venture Capital / Growth Equity,10000000.0,USD
21751,Medenovo I,12617.0,Medenovo,2012,Venture Capital / Growth Equity,2000000.0,USD
26297,Carrick Capital Partners,13248.0,Carrick Capital Partners,2012,Venture Capital / Growth Equity,180000000.0,USD
55437,TVC Capital Partners II,13028.0,TVC Capital,2012,Venture Capital / Growth Equity,,
21706,Greycroft Partners Annex Fund,9017.0,Greycroft,2012,Venture Capital / Growth Equity,12650000.0,USD
21760,WAVE Warehouse Fund,12619.0,Wave Equity Partners,2012,Venture Capital / Growth Equity,2950000.0,USD
26313,Birchmere Ventures IV,7390.0,Birchmere Ventures,2012,Venture Capital / Growth Equity,40000000.0,USD
26323,Accelerate Fund I,3876.0,AVAC Group,2012,Venture Capital / Growth Equity,10000000.0,USD
26363,NCD Partners VII,7918.0,Northgate Capital,2012,Venture Capital / Growth Equity,170000000.0,USD
55750,Amerigo Innvierte Spain Technologies,17867.0,Kibo Ventures,2012,Venture Capital / Growth Equity,43000000.0,EUR
23596,Accele Venture Partners I,12905.0,Accele Biopharma,2012,Venture Capital / Growth Equity,10000000.0,USD
21793,JPMorgan Global Maritime Investment Fund,5687.0,JP Morgan Asset Management,2012,Venture Capital / Growth Equity,780330000.0,USD
22347,Mayfield XIV,6585.0,Mayfield Fund,2012,Venture Capital / Growth Equity,365000000.0,USD
3968,Avrio Ventures II,8158.0,Avrio Subdebt,2012,Venture Capital / Growth Equity,91000000.0,CAD
26292,Tate & Lyle Ventures II,5279.0,Circadia Ventures,2012,Venture Capital / Growth Equity,30000000.0,GBP
21764,Indiana Seed Fund II,12623.0,BioCrossroads,2012,Venture Capital / Growth Equity,8250000.0,USD
23592,OFS Energy Fund II,12902.0,OFS Energy Fund,2012,Venture Capital / Growth Equity,90000000.0,USD
40105,Impact Engine I,16855.0,Impact Engine,2012,Venture Capital / Growth Equity,525000.0,USD
21047,Correlation Ventures I,12130.0,Correlation Ventures,2012,Venture Capital / Growth Equity,165000000.0,USD
1525,Cayuga Venture Fund IV,11456.0,Cayuga Venture Fund,2012,Venture Capital / Growth Equity,25000000.0,USD
51384,Floodgate Associates IV,8784.0,Floodgate,2012,Venture Capital / Growth Equity,,
27420,BHV Entrepreneurship Fund,13739.0,Scout Ventures,2012,Venture Capital / Growth Equity,1080000.0,USD
25590,MicroAngel Startup Fund IV,12943.0,Microangel Capital Partners,2012,Venture Capital / Growth Equity,111000.0,USD
27490,EdgeStone Capital Venture Fund III,6467.0,EdgeStone Capital Partners,2012,Venture Capital / Growth Equity,20000000.0,CAD
27548,Allos II,12352.0,Allos Ventures,2012,Venture Capital / Growth Equity,40000000.0,USD
27585,Vodia Ventures Fund I,13789.0,Vodia Ventures,2012,Venture Capital / Growth Equity,3500000.0,USD
1494,Emergence Capital Partners III,7552.0,Emergence,2012,Venture Capital / Growth Equity,250000000.0,USD
1487,Sentient Global Resources Fund IV,6957.0,Sentient Equity Partners,2012,Venture Capital / Growth Equity,1330000000.0,USD
25616,Waveland Resource Partners II,12918.0,Waveland Capital Group,2012,Venture Capital / Growth Equity,51600000.0,USD
26737,FundersClub FC Fund I,13444.0,FundersClub,2012,Venture Capital / Growth Equity,463820.0,USD
26699,venBio Global Strategic Fund,13424.0,VenBio,2012,Venture Capital / Growth Equity,177000000.0,USD
26182,Tribeca Venture Partners I,13178.0,Tribeca Venture Partners,2012,Venture Capital / Growth Equity,65000000.0,USD
55056,Deciens Capital,19565.0,Deciens Capital,2012,Venture Capital / Growth Equity,150000.0,USD
26042,Aster II,13074.0,Aster,2012,Venture Capital / Growth Equity,107000000.0,EUR
1545,Harbert Venture Partners III,6035.0,Harbert Management Corporation,2012,Venture Capital / Growth Equity,78000000.0,USD
25766,InCube Ventures II,8639.0,InCube Ventures,2012,Venture Capital / Growth Equity,50000000.0,USD
26661,New Atlantic Venture Fund IV,8489.0,NAV.VC,2012,Venture Capital / Growth Equity,42510000.0,USD
26652,RK Mine Finance Fund II,13397.0,RK Mine Finance,2012,Venture Capital / Growth Equity,1150000000.0,USD
26650,SCF VIII,6669.0,SCF Partners,2012,Venture Capital / Growth Equity,600000000.0,USD
26623,SanDisk Venture Partners,13391.0,SanDisk Ventures,2012,Venture Capital / Growth Equity,75000000.0,USD
25708,Angel Round Capital Fund,12978.0,ARC Angel Fund NYC,2012,Venture Capital / Growth Equity,3500000.0,USD
26617,Borealis Granite Fund,13389.0,Borealis Ventures,2012,Venture Capital / Growth Equity,4500000.0,USD
2070,Iris Capital III,7305.0,Iris Capital,2012,Venture Capital / Growth Equity,200000000.0,USD
57840,Rothenberg Ventures Fund I,16767.0,Rothenberg Ventures,2012,Venture Capital / Growth Equity,4780000.0,USD
57623,CRCM Opportunity Fund I,19963.0,CRCM Ventures,2012,Venture Capital / Growth Equity,37530000.0,USD
20820,Mercato Partners Growth II,12079.0,Mercato Partners,2012,Venture Capital / Growth Equity,115000000.0,USD
20884,Bain Capital Venture Fund 2012,6389.0,Bain Capital,2012,Venture Capital / Growth Equity,600000000.0,USD
26505,Naya Ventures Fund I,13364.0,Dallas Venture Capital,2012,Venture Capital / Growth Equity,4550000.0,USD
26500,MemorialCare Innovation Fund,13358.0,MemorialCare Innovation Fund,2012,Venture Capital / Growth Equity,15430000.0,USD
20994,Point 406 Ventures II,8152.0,.406 Ventures,2012,Venture Capital / Growth Equity,175000000.0,USD
26676,Costanoa Venture Capital I,13382.0,Costanoa Ventures,2012,Venture Capital / Growth Equity,111530000.0,USD
56755,EVP l,18487.0,Extreme Venture Partners,2012,Venture Capital / Growth Equity,15000000.0,CAD
26378,Asset Management Ventures Fund,13217.0,Asset Management Ventures,2012,Venture Capital / Growth Equity,21000000.0,USD
21954,Jackson Square Ventures I,13379.0,Jackson Square Ventures,2012,Venture Capital / Growth Equity,124000000.0,USD
21858,TVC Capital II,13028.0,TVC Capital,2012,Venture Capital / Growth Equity,75000000.0,USD
26097,Cervin Ventures Fund II,13096.0,Cervin Ventures,2012,Venture Capital / Growth Equity,20850000.0,USD
25979,Crosslink Crossover Fund VI,7181.0,Crosslink Capital,2012,Venture Capital / Growth Equity,340000000.0,USD
25968,Trinity XI,6716.0,Trinity Ventures,2012,Venture Capital / Growth Equity,328000000.0,USD
26104,GS Capital Partner Ventures III - Separate Account,6515.0,Grove Street Advisors,2012,Venture Capital / Growth Equity,150000000.0,USD
55923,Acrewood 2011,21279.0,Acrewood Holdings,2012,Venture Capital / Growth Equity,28300000.0,USD
21936,NMSIC Co-Investment Fund (4th tranche),5212.0,Sun Mountain Capital,2012,Venture Capital / Growth Equity,20000000.0,USD
25873,Lerer Ventures III,11518.0,Lerer Hippeau,2012,Venture Capital / Growth Equity,36150000.0,USD
25868,Founder Collective II,9030.0,Founder Collective,2012,Venture Capital / Growth Equity,70000000.0,USD
25843,SV Angel IV,13004.0,SV Angel,2012,Venture Capital / Growth Equity,29680000.0,USD
26165,Open Prairie Ventures III,13131.0,Open Prairie,2012,Venture Capital / Growth Equity,,
21822,Claritas Capital Fund IV,12886.0,Claritas Capital,2012,Venture Capital / Growth Equity,6780000.0,USD
3935,B Dash Fund I,11916.0,B Dash Ventures,2012,Venture Capital / Growth Equity,1000000000.0,JPY
3942,Vivo Ventures Fund VII,7980.0,Vivo Capital,2012,Venture Capital / Growth Equity,375000000.0,USD
24896,Silver Lake Kraftwerk Fund,6681.0,Silver Lake,2013,Venture Capital / Growth Equity,711500000.0,USD
30111,Alpha Venture Partners Fund,14929.0,Alpha Partners,2013,Venture Capital / Growth Equity,10000000.0,USD
3182,Hopen Life Science Fund II,11700.0,Hopen Life Science Ventures,2013,Venture Capital / Growth Equity,40020000.0,USD
32378,9Mile Cohort II,15949.0,9Mile Labs,2013,Venture Capital / Growth Equity,900000.0,USD
30289,Boyles Fund I,15051.0,Boyles Asset Management,2013,Venture Capital / Growth Equity,25000000.0,USD
54703,Big Basin Fund I,21000.0,Big Basin Capital,2013,Venture Capital / Growth Equity,,
22318,Kickstart Seed Fund II,12622.0,Kickstart Seed Fund,2013,Venture Capital / Growth Equity,26000000.0,USD
40455,General Atlantic Investment Partners 2013,5471.0,General Atlantic,2013,Venture Capital / Growth Equity,1170000000.0,USD
3212,EnCap Energy Capital Fund IX,6473.0,EnCap Investments,2013,Venture Capital / Growth Equity,5000000000.0,USD
35519,Redmile Private Investments I,17221.0,Redmile Group,2013,Venture Capital / Growth Equity,,
21752,Lumira Capital II,6587.0,Lumira Ventures,2013,Venture Capital / Growth Equity,123000000.0,CAD
30145,Strategic Innovation Venture Fund,12840.0,Dell Technologies Capital,2013,Venture Capital / Growth Equity,300000000.0,USD
32150,Innovate Partners Emerging Growth & Equity Fund I,15811.0,Innovate Partners,2013,Venture Capital / Growth Equity,23490000.0,USD
50340,Advanced Life Settlement Portfolio 2013-3,17820.0,ASR Alternative Investments,2013,Venture Capital / Growth Equity,,
1257,Westly Group II,11328.0,The Westly Group,2013,Venture Capital / Growth Equity,160000000.0,USD
30586,Muehler Medical Opportunity Fund,15224.0,Muehler International Corporation,2013,Venture Capital / Growth Equity,,
