,fund_id,fund_name,fm_id,strategy,sector,region,country,target_fund_size_amt,target_fund_size_currency,fund_size_amt,fund_currency,status,stage,vintage_year,open_date
967,50554,Savano Capital Partners III,17668,Venture Capital / Growth Equity,Diversified,North America,,150000000.0,USD,115300000.0,USD,Currently Investing,1st Close,2020,2020-7
968,50573,Village Global II,18732,Venture Capital / Growth Equity,TMT,North America,,,,,,Launched,,2020,2020-4
969,50577,Acorn Aerospace & Defense Fund V,17837,Buyout / Corporate Private Equity,TMT,North America,United States,200000000.0,USD,83040000.0,USD,Currently Investing,1st Close,2020,2020-6
970,50577,Acorn Aerospace & Defense Fund V,17837,Buyout / Corporate Private Equity,Other,North America,United States,200000000.0,USD,83040000.0,USD,Currently Investing,1st Close,2020,2020-6
971,50585,Accolade Partners VIII,2790,Fund of Funds / Co-Investment,Healthcare,North America,United States,350000000.0,USD,7500000.0,USD,Currently Investing,1st Close,2020,2020-3
972,50585,Accolade Partners VIII,2790,Fund of Funds / Co-Investment,TMT,North America,United States,350000000.0,USD,7500000.0,USD,Currently Investing,1st Close,2020,2020-3
973,50590,Navigate Ventures Fund I,20770,Venture Capital / Growth Equity,TMT,North America,United States,,,19240000.0,USD,Launched,,2020,2020-4
974,50598,Cross Creek Partners VI,8314,Venture Capital / Growth Equity,Biotech / Life Science,North America,United States,125000000.0,USD,88010000.0,USD,Currently Investing,1st Close,2020,2020-4
975,50598,Cross Creek Partners VI,8314,Venture Capital / Growth Equity,Consumer Goods,North America,United States,125000000.0,USD,88010000.0,USD,Currently Investing,1st Close,2020,2020-4
976,50598,Cross Creek Partners VI,8314,Venture Capital / Growth Equity,TMT,North America,United States,125000000.0,USD,88010000.0,USD,Currently Investing,1st Close,2020,2020-4
977,50604,Franklin Park Venture Capital Fund XIII,1722,Venture Capital / Growth Equity,Diversified,North America,,,,162000000.0,USD,Currently Investing,1st Close,2020,2020-2
978,50617,Blue Scorpion Coinvest 2,18757,Fund of Funds / Co-Investment,Consumer Goods,North America,United States,,,,,Launched,,2020,2020-4
979,50631,Adams Street Partners Senior Private Credit Fund II,6359,Mezzanine / Debt,Diversified,North America,,,,,,Launched,,2020,2020-4
980,50638,FundersClub Venture Capital Fund II,13444,Venture Capital / Growth Equity,TMT,North America,,30000000.0,USD,,,Launched,,2020,2020-4
981,50643,Courage Credit Opportunities Fund V,12424,Mezzanine / Debt,Consumer Goods,North America,Canada,300000000.0,USD,,,Launched,,2020,2020-0
982,50643,Courage Credit Opportunities Fund V,12424,Mezzanine / Debt,Consumer Goods,North America,United States,300000000.0,USD,,,Launched,,2020,2020-0
983,50643,Courage Credit Opportunities Fund V,12424,Mezzanine / Debt,Energy / Oil & Gas,North America,Canada,300000000.0,USD,,,Launched,,2020,2020-0
984,50643,Courage Credit Opportunities Fund V,12424,Mezzanine / Debt,Energy / Oil & Gas,North America,United States,300000000.0,USD,,,Launched,,2020,2020-0
985,50643,Courage Credit Opportunities Fund V,12424,Mezzanine / Debt,Healthcare,North America,Canada,300000000.0,USD,,,Launched,,2020,2020-0
986,50643,Courage Credit Opportunities Fund V,12424,Mezzanine / Debt,Healthcare,North America,United States,300000000.0,USD,,,Launched,,2020,2020-0
987,50643,Courage Credit Opportunities Fund V,12424,Mezzanine / Debt,Retail,North America,Canada,300000000.0,USD,,,Launched,,2020,2020-0
988,50643,Courage Credit Opportunities Fund V,12424,Mezzanine / Debt,Retail,North America,United States,300000000.0,USD,,,Launched,,2020,2020-0
989,50643,Courage Credit Opportunities Fund V,12424,Mezzanine / Debt,TMT,North America,Canada,300000000.0,USD,,,Launched,,2020,2020-0
990,50643,Courage Credit Opportunities Fund V,12424,Mezzanine / Debt,TMT,North America,United States,300000000.0,USD,,,Launched,,2020,2020-0
991,50643,Courage Credit Opportunities Fund V,12424,Mezzanine / Debt,Transport,North America,Canada,300000000.0,USD,,,Launched,,2020,2020-0
992,50643,Courage Credit Opportunities Fund V,12424,Mezzanine / Debt,Transport,North America,United States,300000000.0,USD,,,Launched,,2020,2020-0
993,50650,Pantheon IPA Fund,1005,Fund of Funds / Co-Investment,Diversified,North America,,,,65000000.0,USD,Launched,,2020,2020-3
994,50651,AGP Fund I,20784,Buyout / Corporate Private Equity,TMT,North America,Israel,,,,,Launched,,2020,2020-4
995,50651,AGP Fund I,20784,Buyout / Corporate Private Equity,TMT,North America,United States,,,,,Launched,,2020,2020-4
996,50651,AGP Fund I,20784,Buyout / Corporate Private Equity,TMT,Middle East/Africa,Israel,,,,,Launched,,2020,2020-4
997,50651,AGP Fund I,20784,Buyout / Corporate Private Equity,TMT,Middle East/Africa,United States,,,,,Launched,,2020,2020-4
998,50653,SaaStr Fund II,17685,Venture Capital / Growth Equity,TMT,North America,,70000000.0,USD,55000000.0,USD,Currently Investing,1st Close,2020,2020-3
999,50654,Nyca PYNR SPV II,15416,Venture Capital / Growth Equity,Financial Services,North America,,,,14200000.0,USD,Currently Investing,1st Close,2020,2020-1
1000,50654,Nyca PYNR SPV II,15416,Venture Capital / Growth Equity,TMT,North America,,,,14200000.0,USD,Currently Investing,1st Close,2020,2020-1
1001,50658,Orthogon Partners II Cayman,18563,Venture Capital / Growth Equity,Diversified,North America,,100000000.0,USD,75870000.0,USD,Currently Investing,1st Close,2020,2020-2
1002,50658,Orthogon Partners II Cayman,18563,Venture Capital / Growth Equity,Diversified,Western Europe,,100000000.0,USD,75870000.0,USD,Currently Investing,1st Close,2020,2020-2
1003,50658,Orthogon Partners II Cayman,18563,Venture Capital / Growth Equity,Diversified,Latin America,,100000000.0,USD,75870000.0,USD,Currently Investing,1st Close,2020,2020-2
1004,50664,Riverstone Pattern Energy III,8459,Buyout / Corporate Private Equity,Clean Tech / Renewable,North America,,,,,,Launched,,2020,2020-4
1005,50664,Riverstone Pattern Energy III,8459,Buyout / Corporate Private Equity,Energy / Oil & Gas,North America,,,,,,Launched,,2020,2020-4
1006,50671,VRS/H.I.G. WhiteHorse Direct Lending SMA (open-ended),17042,Mezzanine / Debt,Diversified,North America,,,,300000000.0,USD,Currently Investing,,2020,2020-2
1007,50673,Silverfern Global Opportunities Fund III,20792,Buyout / Corporate Private Equity,Diversified,Asia-Pacific,,,,100000000.0,USD,Currently Investing,1st Close,2020,2020-3
1008,50673,Silverfern Global Opportunities Fund III,20792,Buyout / Corporate Private Equity,Diversified,North America,,,,100000000.0,USD,Currently Investing,1st Close,2020,2020-3
1009,50681,Allegis NL Capital,6884,Venture Capital / Growth Equity,TMT,North America,United States,,,,,Launched,,2020,2020-4
1010,50695,ETA Equity Fund I,20804,Other,Other,North America,United States,,,1030000000.0,USD,Launched,,2020,2020-4
1011,50696,Peachtree Opportunity Fund IV,3479,Fund of Funds / Co-Investment,Diversified,North America,,,,39000000.0,USD,Currently Investing,1st Close,2020,2020-3
1012,50698,Northstar Mezzanine Partners SBIC,6621,Mezzanine / Debt,Financial Services,North America,,,,27200000.0,USD,Currently Investing,1st Close,2020,2020-4
1013,50698,Northstar Mezzanine Partners SBIC,6621,Mezzanine / Debt,Healthcare,North America,,,,27200000.0,USD,Currently Investing,1st Close,2020,2020-4
1014,50698,Northstar Mezzanine Partners SBIC,6621,Mezzanine / Debt,Industrials,North America,,,,27200000.0,USD,Currently Investing,1st Close,2020,2020-4
1015,50698,Northstar Mezzanine Partners SBIC,6621,Mezzanine / Debt,Manufacturing,North America,,,,27200000.0,USD,Currently Investing,1st Close,2020,2020-4
1016,50698,Northstar Mezzanine Partners SBIC,6621,Mezzanine / Debt,Business Services,North America,,,,27200000.0,USD,Currently Investing,1st Close,2020,2020-4
1017,50721,Pomona X,6644,Secondaries,Diversified,North America,,2000000000.0,USD,1130000000.0,USD,Launched,,2020,2020-4
1018,50721,Pomona X,6644,Secondaries,Diversified,Central/Eastern Europe,,2000000000.0,USD,1130000000.0,USD,Launched,,2020,2020-4
1019,50721,Pomona X,6644,Secondaries,Diversified,Asia-Pacific,,2000000000.0,USD,1130000000.0,USD,Launched,,2020,2020-4
1020,50721,Pomona X,6644,Secondaries,Diversified,Western Europe,,2000000000.0,USD,1130000000.0,USD,Launched,,2020,2020-4
1021,50721,Pomona X,6644,Secondaries,Diversified,Latin America,,2000000000.0,USD,1130000000.0,USD,Launched,,2020,2020-4
1022,50727,Willow Growth Partners Fund,20807,Venture Capital / Growth Equity,Consumer Goods,North America,United States,,,24670000.0,USD,Currently Investing,1st Close,2020,2020-4
1023,50727,Willow Growth Partners Fund,20807,Venture Capital / Growth Equity,TMT,North America,United States,,,24670000.0,USD,Currently Investing,1st Close,2020,2020-4
1024,50730,TICP Equity III,19637,Mezzanine / Debt,Diversified,North America,,,,20000000.0,USD,Launched,,2020,2020-4
1025,50733,AG Credit Solutions Fund Annex Dislocation Fund,5225,Mezzanine / Debt,Diversified,North America,,,,1220000000.0,USD,Launched,,2020,2020-6
1026,50742,Teng Yue Partners RDLT II,20797,Venture Capital / Growth Equity,Diversified,North America,United States,,,22560000.0,USD,Currently Investing,1st Close,2019,2019-7
1027,50753,Mucker Early II,13480,Venture Capital / Growth Equity,TMT,North America,United States,175000000.0,USD,,,Launched,,2020,2020-4
1028,50762,Creacion Ventures I,20812,Venture Capital / Growth Equity,Biotech / Life Science,North America,China,220000000.0,USD,155330000.0,USD,Currently Investing,1st Close,2020,2020-1
1029,50762,Creacion Ventures I,20812,Venture Capital / Growth Equity,Biotech / Life Science,North America,United States,220000000.0,USD,155330000.0,USD,Currently Investing,1st Close,2020,2020-1
1030,50762,Creacion Ventures I,20812,Venture Capital / Growth Equity,Biotech / Life Science,Asia-Pacific,China,220000000.0,USD,155330000.0,USD,Currently Investing,1st Close,2020,2020-1
1031,50762,Creacion Ventures I,20812,Venture Capital / Growth Equity,Biotech / Life Science,Asia-Pacific,United States,220000000.0,USD,155330000.0,USD,Currently Investing,1st Close,2020,2020-1
1032,50762,Creacion Ventures I,20812,Venture Capital / Growth Equity,Healthcare,North America,China,220000000.0,USD,155330000.0,USD,Currently Investing,1st Close,2020,2020-1
1033,50762,Creacion Ventures I,20812,Venture Capital / Growth Equity,Healthcare,North America,United States,220000000.0,USD,155330000.0,USD,Currently Investing,1st Close,2020,2020-1
1034,50762,Creacion Ventures I,20812,Venture Capital / Growth Equity,Healthcare,Asia-Pacific,China,220000000.0,USD,155330000.0,USD,Currently Investing,1st Close,2020,2020-1
1035,50762,Creacion Ventures I,20812,Venture Capital / Growth Equity,Healthcare,Asia-Pacific,United States,220000000.0,USD,155330000.0,USD,Currently Investing,1st Close,2020,2020-1
1036,50784,Anthemis Venture Fund II,17109,Venture Capital / Growth Equity,Financial Services,North America,United States,,,10000000.0,USD,Currently Investing,1st Close,2020,2020-4
1037,50784,Anthemis Venture Fund II,17109,Venture Capital / Growth Equity,Financial Services,Central/Eastern Europe,United States,,,10000000.0,USD,Currently Investing,1st Close,2020,2020-4
1038,50784,Anthemis Venture Fund II,17109,Venture Capital / Growth Equity,Financial Services,Western Europe,United States,,,10000000.0,USD,Currently Investing,1st Close,2020,2020-4
1039,50784,Anthemis Venture Fund II,17109,Venture Capital / Growth Equity,TMT,North America,United States,,,10000000.0,USD,Currently Investing,1st Close,2020,2020-4
1040,50784,Anthemis Venture Fund II,17109,Venture Capital / Growth Equity,TMT,Central/Eastern Europe,United States,,,10000000.0,USD,Currently Investing,1st Close,2020,2020-4
1041,50784,Anthemis Venture Fund II,17109,Venture Capital / Growth Equity,TMT,Western Europe,United States,,,10000000.0,USD,Currently Investing,1st Close,2020,2020-4
1042,50792,H. Barton Venture Select IV,16152,Venture Capital / Growth Equity,TMT,North America,,250000000.0,USD,,,Launched,,2020,2020-4
1043,50794,Apollo/Athene Dedicated Investment Program,8096,Buyout / Corporate Private Equity,Financial Services,North America,,,,3240000000.0,USD,Launched,,2019,2019-4
1044,50817,ACE Buyout IV,20819,Buyout / Corporate Private Equity,Diversified,Latin America,,,,100000000.0,USD,Currently Investing,1st Close,2020,2020-4
1045,50817,ACE Buyout IV,20819,Buyout / Corporate Private Equity,Diversified,North America,,,,100000000.0,USD,Currently Investing,1st Close,2020,2020-4
1046,50817,ACE Buyout IV,20819,Buyout / Corporate Private Equity,Diversified,Western Europe,,,,100000000.0,USD,Currently Investing,1st Close,2020,2020-4
1047,50817,ACE Buyout IV,20819,Buyout / Corporate Private Equity,Diversified,Middle East/Africa,,,,100000000.0,USD,Currently Investing,1st Close,2020,2020-4
1048,50817,ACE Buyout IV,20819,Buyout / Corporate Private Equity,Diversified,Asia-Pacific,,,,100000000.0,USD,Currently Investing,1st Close,2020,2020-4
1049,50817,ACE Buyout IV,20819,Buyout / Corporate Private Equity,Diversified,Central/Eastern Europe,,,,100000000.0,USD,Currently Investing,1st Close,2020,2020-4
1050,50819,ACE Buyout IV Co-Investment,20819,Fund of Funds / Co-Investment,Diversified,Middle East/Africa,,200000000.0,USD,,,Launched,,2020,2020-4
1051,50819,ACE Buyout IV Co-Investment,20819,Fund of Funds / Co-Investment,Diversified,Latin America,,200000000.0,USD,,,Launched,,2020,2020-4
1052,50819,ACE Buyout IV Co-Investment,20819,Fund of Funds / Co-Investment,Diversified,Central/Eastern Europe,,200000000.0,USD,,,Launched,,2020,2020-4
1053,50819,ACE Buyout IV Co-Investment,20819,Fund of Funds / Co-Investment,Diversified,Asia-Pacific,,200000000.0,USD,,,Launched,,2020,2020-4
1054,50819,ACE Buyout IV Co-Investment,20819,Fund of Funds / Co-Investment,Diversified,North America,,200000000.0,USD,,,Launched,,2020,2020-4
1055,50819,ACE Buyout IV Co-Investment,20819,Fund of Funds / Co-Investment,Diversified,Western Europe,,200000000.0,USD,,,Launched,,2020,2020-4
1056,50822,GCM Grosvenor Private Equity Partners 2020,2827,Buyout / Corporate Private Equity,Diversified,North America,,,,123570000.0,USD,Currently Investing,1st Close,2020,2020-4
1057,50828,Housatonic Equity Investors VII,9033,Buyout / Corporate Private Equity,TMT,North America,United States,400000000.0,USD,,,Launched,,2020,2020-4
1058,50832,Harmonic Growth Partners I,20822,Venture Capital / Growth Equity,Diversified,North America,United States,200000000.0,USD,50780000.0,USD,Currently Investing,1st Close,2020,2020-4
1059,50857,Greenridge Growth Partners I,20832,Buyout / Corporate Private Equity,Diversified,North America,United States,,,35610000.0,USD,Currently Investing,1st Close,2020,2020-4
1060,50866,TASLM-SD,7847,Buyout / Corporate Private Equity,Diversified,North America,,,,,,Launched,,2020,2020-5
1061,50866,TASLM-SD,7847,Buyout / Corporate Private Equity,Diversified,Western Europe,,,,,,Launched,,2020,2020-5
1062,50869,TWC Shamrock Co-Invest,17284,Fund of Funds / Co-Investment,TMT,North America,,,,,,Launched,,2020,2020-5
1063,50871,Senior Direct Lending Fund,20838,Mezzanine / Debt,Diversified,North America,Canada,750000000.0,CAD,,,Launched,,2020,2020-5
1064,50874,Bow River Capital Evergreen Private Equity Fund (Open-Ended),2138,Buyout / Corporate Private Equity,Healthcare,North America,Canada,,,100000000.0,USD,Currently Investing,,2020,2020-5
1065,50874,Bow River Capital Evergreen Private Equity Fund (Open-Ended),2138,Buyout / Corporate Private Equity,Healthcare,North America,United States,,,100000000.0,USD,Currently Investing,,2020,2020-5
1066,50874,Bow River Capital Evergreen Private Equity Fund (Open-Ended),2138,Buyout / Corporate Private Equity,Industrials,North America,Canada,,,100000000.0,USD,Currently Investing,,2020,2020-5
1067,50874,Bow River Capital Evergreen Private Equity Fund (Open-Ended),2138,Buyout / Corporate Private Equity,Industrials,North America,United States,,,100000000.0,USD,Currently Investing,,2020,2020-5
1068,50874,Bow River Capital Evergreen Private Equity Fund (Open-Ended),2138,Buyout / Corporate Private Equity,Business Services,North America,Canada,,,100000000.0,USD,Currently Investing,,2020,2020-5
1069,50874,Bow River Capital Evergreen Private Equity Fund (Open-Ended),2138,Buyout / Corporate Private Equity,Business Services,North America,United States,,,100000000.0,USD,Currently Investing,,2020,2020-5
1070,50874,Bow River Capital Evergreen Private Equity Fund (Open-Ended),2138,Buyout / Corporate Private Equity,TMT,North America,Canada,,,100000000.0,USD,Currently Investing,,2020,2020-5
1071,50874,Bow River Capital Evergreen Private Equity Fund (Open-Ended),2138,Buyout / Corporate Private Equity,TMT,North America,United States,,,100000000.0,USD,Currently Investing,,2020,2020-5
1072,50876,Blue Heron Capital HC Co-Invest II,15020,Fund of Funds / Co-Investment,Healthcare,North America,United States,,,1750000.0,USD,Currently Investing,1st Close,2019,2019-10
1073,50876,Blue Heron Capital HC Co-Invest II,15020,Fund of Funds / Co-Investment,Business Services,North America,United States,,,1750000.0,USD,Currently Investing,1st Close,2019,2019-10
1074,50876,Blue Heron Capital HC Co-Invest II,15020,Fund of Funds / Co-Investment,TMT,North America,United States,,,1750000.0,USD,Currently Investing,1st Close,2019,2019-10
1075,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,Consumer Goods,North America,China,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1076,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,Consumer Goods,North America,Israel,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1077,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,Consumer Goods,North America,United States,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1078,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,Consumer Goods,Western Europe,China,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1079,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,Consumer Goods,Western Europe,Israel,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1080,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,Consumer Goods,Western Europe,United States,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1081,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,Consumer Goods,Central/Eastern Europe,China,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1082,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,Consumer Goods,Central/Eastern Europe,Israel,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1083,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,Consumer Goods,Central/Eastern Europe,United States,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1084,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,Consumer Goods,Asia-Pacific,China,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1085,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,Consumer Goods,Asia-Pacific,Israel,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1086,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,Consumer Goods,Asia-Pacific,United States,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1087,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,TMT,North America,China,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1088,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,TMT,North America,Israel,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1089,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,TMT,North America,United States,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1090,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,TMT,Western Europe,China,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1091,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,TMT,Western Europe,Israel,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1092,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,TMT,Western Europe,United States,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1093,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,TMT,Central/Eastern Europe,China,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1094,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,TMT,Central/Eastern Europe,Israel,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1095,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,TMT,Central/Eastern Europe,United States,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1096,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,TMT,Asia-Pacific,China,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1097,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,TMT,Asia-Pacific,Israel,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1098,50877,AVP Diversified II,19429,Fund of Funds / Co-Investment,TMT,Asia-Pacific,United States,250000000.0,EUR,200000000.0,EUR,Currently Investing,1st Close,2020,2020-3
1099,50878,Audax Private Equity Junior Capital Fund,6386,Buyout / Corporate Private Equity,Diversified,North America,Canada,,,55430000.0,USD,Launched,,2020,2020-5
1100,50878,Audax Private Equity Junior Capital Fund,6386,Buyout / Corporate Private Equity,Diversified,North America,United States,,,55430000.0,USD,Launched,,2020,2020-5
1101,50884,NYSCRF Pioneer Co-Investment Fund II,13675,Fund of Funds / Co-Investment,Manufacturing,North America,United States,,,,,Launched,,2020,2020-5
1102,50884,NYSCRF Pioneer Co-Investment Fund II,13675,Fund of Funds / Co-Investment,Other,North America,United States,,,,,Launched,,2020,2020-5
1103,50903,9Yards Capital II,20845,Venture Capital / Growth Equity,TMT,North America,United States,75150000.0,USD,40690000.0,USD,Launched,,2020,2020-4
1104,50919,Fintech Collective SL4,18127,Venture Capital / Growth Equity,Financial Services,North America,,,,3050000.0,USD,Currently Investing,1st Close,2019,2019-6
1105,50919,Fintech Collective SL4,18127,Venture Capital / Growth Equity,TMT,North America,,,,3050000.0,USD,Currently Investing,1st Close,2019,2019-6
1106,50921,CoVenture - Vantage Credit Opportunities Fund,17763,Mezzanine / Debt,TMT,North America,United States,,,27400000.0,USD,Currently Investing,1st Close,2020,2020-5
1107,50926,Ono Venture Investment Fund I,20855,Venture Capital / Growth Equity,Diversified,North America,United States,100000000.0,USD,,,Launched,,2020,2020-7
1108,50935,Lightspring Capital I,20856,Buyout / Corporate Private Equity,Consumer Goods,North America,United States,100000000.0,USD,55300000.0,USD,Currently Investing,2nd Close,2020,2020-4
1109,50935,Lightspring Capital I,20856,Buyout / Corporate Private Equity,Manufacturing,North America,United States,100000000.0,USD,55300000.0,USD,Currently Investing,2nd Close,2020,2020-4
1110,50935,Lightspring Capital I,20856,Buyout / Corporate Private Equity,Business Services,North America,United States,100000000.0,USD,55300000.0,USD,Currently Investing,2nd Close,2020,2020-4
1111,50935,Lightspring Capital I,20856,Buyout / Corporate Private Equity,Transport,North America,United States,100000000.0,USD,55300000.0,USD,Currently Investing,2nd Close,2020,2020-4
1112,50942,Merced Distressed Opportunities II,14134,Distressed / Turnaround,Diversified,North America,,,,41750000.0,USD,Currently Investing,1st Close,2020,2020-5
1113,50943,Blue Apple New Frontier Healthcare Fund,20858,Buyout / Corporate Private Equity,Healthcare,Western Europe,Japan,300000000.0,USD,,,Launched,,2020,2020-5
1114,50943,Blue Apple New Frontier Healthcare Fund,20858,Buyout / Corporate Private Equity,Healthcare,North America,Japan,300000000.0,USD,,,Launched,,2020,2020-5
1115,50943,Blue Apple New Frontier Healthcare Fund,20858,Buyout / Corporate Private Equity,Healthcare,Middle East/Africa,Japan,300000000.0,USD,,,Launched,,2020,2020-5
1116,50943,Blue Apple New Frontier Healthcare Fund,20858,Buyout / Corporate Private Equity,Healthcare,Asia-Pacific,Japan,300000000.0,USD,,,Launched,,2020,2020-5
1117,50943,Blue Apple New Frontier Healthcare Fund,20858,Buyout / Corporate Private Equity,Healthcare,Central/Eastern Europe,Japan,300000000.0,USD,,,Launched,,2020,2020-5
1118,50943,Blue Apple New Frontier Healthcare Fund,20858,Buyout / Corporate Private Equity,TMT,Western Europe,Japan,300000000.0,USD,,,Launched,,2020,2020-5
1119,50943,Blue Apple New Frontier Healthcare Fund,20858,Buyout / Corporate Private Equity,TMT,North America,Japan,300000000.0,USD,,,Launched,,2020,2020-5
1120,50943,Blue Apple New Frontier Healthcare Fund,20858,Buyout / Corporate Private Equity,TMT,Middle East/Africa,Japan,300000000.0,USD,,,Launched,,2020,2020-5
1121,50943,Blue Apple New Frontier Healthcare Fund,20858,Buyout / Corporate Private Equity,TMT,Asia-Pacific,Japan,300000000.0,USD,,,Launched,,2020,2020-5
1122,50943,Blue Apple New Frontier Healthcare Fund,20858,Buyout / Corporate Private Equity,TMT,Central/Eastern Europe,Japan,300000000.0,USD,,,Launched,,2020,2020-5
1123,50959,G20 Ventures III,14372,Venture Capital / Growth Equity,TMT,North America,,60000000.0,USD,,,Launched,,2020,2020-5
1124,50974,iCapital-FP IV Access Fund,20104,Buyout / Corporate Private Equity,Diversified,North America,,,,38150000.0,USD,Currently Investing,1st Close,2020,2020-5
1125,50975,Oncology Impact Fund 2,20104,Buyout / Corporate Private Equity,Healthcare,North America,,,,129340000.0,USD,Currently Investing,1st Close,2020,2020-5
1126,50977,OSP Value Fund III,16184,Mezzanine / Debt,Diversified,North America,United States,500000000.0,USD,273000000.0,USD,Currently Investing,1st Close,2020,2020-5
1127,50978,OSP Value Fund III-B,16184,Mezzanine / Debt,Diversified,North America,United States,250000000.0,USD,48000000.0,USD,Currently Investing,1st Close,2020,2020-5
1128,50982,Convergent Capital Partners IV,15821,Buyout / Corporate Private Equity,Manufacturing,North America,United States,,,32500000.0,USD,Currently Investing,1st Close,2020,2020-5
1129,50982,Convergent Capital Partners IV,15821,Buyout / Corporate Private Equity,TMT,North America,United States,,,32500000.0,USD,Currently Investing,1st Close,2020,2020-5
1130,50985,SCS Private Credit IV,9785,Mezzanine / Debt,Diversified,North America,United States,,,310640000.0,USD,Currently Investing,1st Close,2020,2020-5
1131,50986,SCS Private Equity VII,9785,Fund of Funds / Co-Investment,Diversified,North America,,,,748770000.0,USD,Currently Investing,1st Close,2020,2020-5
1132,50987,SCS Private Impact,9785,Fund of Funds / Co-Investment,Diversified,North America,,,,11300000.0,USD,Currently Investing,1st Close,2020,2020-5
1133,50991,Gemspring Capital Executive Fund II,17861,Buyout / Corporate Private Equity,Diversified,North America,,30000000.0,USD,,,Launched,,2020,2020-5
1134,50993,APC Opportunity Fund VIII,16065,Secondaries,Business Services,North America,United States,,,1100000.0,USD,Currently Investing,1st Close,2019,2019-12
1135,50993,APC Opportunity Fund VIII,16065,Secondaries,TMT,North America,United States,,,1100000.0,USD,Currently Investing,1st Close,2019,2019-12
1136,51008,Artesian Global Agrifood Venture Capital Fund,14447,Venture Capital / Growth Equity,Agribusiness,Central/Eastern Europe,Australia,200000000.0,USD,,,Launched,,2020,2020-0
1137,51008,Artesian Global Agrifood Venture Capital Fund,14447,Venture Capital / Growth Equity,Agribusiness,Central/Eastern Europe,New Zealand,200000000.0,USD,,,Launched,,2020,2020-0
1138,51008,Artesian Global Agrifood Venture Capital Fund,14447,Venture Capital / Growth Equity,Agribusiness,Middle East/Africa,Australia,200000000.0,USD,,,Launched,,2020,2020-0
1139,51008,Artesian Global Agrifood Venture Capital Fund,14447,Venture Capital / Growth Equity,Agribusiness,Middle East/Africa,New Zealand,200000000.0,USD,,,Launched,,2020,2020-0
1140,51008,Artesian Global Agrifood Venture Capital Fund,14447,Venture Capital / Growth Equity,Agribusiness,Latin America,Australia,200000000.0,USD,,,Launched,,2020,2020-0
1141,51008,Artesian Global Agrifood Venture Capital Fund,14447,Venture Capital / Growth Equity,Agribusiness,Latin America,New Zealand,200000000.0,USD,,,Launched,,2020,2020-0
