ID,Name,FundManager,FundManagerID,Strategy,Region,Sector,VintageYear,YearOpened,MonthsOpened,TargetSize,Currency
49486,MGG Coinvest VI,MGG Investment Group,17630,Mezzanine / Debt,North America,Diversified,2019,2019,12,,
49491,Royalty Lending 2019,Royalty Lending Financial Services,20438,Mezzanine / Debt,North America,Energy / Oil & Gas,2019,2019,12,4000000.0,USD
49494,3Spoke Capital III,3Spoke,20205,Venture Capital / Growth Equity,North America,TMT,2019,2019,12,50000000.0,USD
49499,Full In Partners Fund I,Full In Partners,20441,Venture Capital / Growth Equity,North America,TMT,2019,2019,12,,
49500,Emerging Technologies Fund III,Open Field Capital,17461,Venture Capital / Growth Equity,North America,TMT,2019,2019,11,,
49502,TriplePoint Private Venture Credit,TriplePoint Capital,12208,Mezzanine / Debt,Asia-Pacific / North America / Western Europe,Biotech / Life Science / Clean Tech / Renewable / TMT,2019,2019,12,,
49503,Jefferies Direct Lending Fund,Jefferies Private Capital Group,976,Mezzanine / Debt,North America,Diversified,2019,2019,12,,
49504,Private Equity Strategic Opportunities Fund (PESOF) IV,50 South Capital,16825,Fund of Funds / Co-Investment,Western Europe / North America,TMT,2020,2019,12,400000000.0,USD
49507,Morgan Stanley Direct Lending Fund,Morgan Stanley Capital Partners,7079,Mezzanine / Debt,North America,Diversified,2019,2019,12,,
49508,Sprott Private Resource Streaming & Royalty,Three Valley Copper,12556,Mezzanine / Debt,North America,Natural Resources / Agribusiness,2019,2019,12,,
49512,Alpha Edison II,Alpha Edison,19681,Venture Capital / Growth Equity,North America,TMT,2019,2019,6,275000000.0,USD
49528,Wazee Street Opportunities Fund V,Wazee Street Capital Management,13465,Mezzanine / Debt,North America,Diversified,2019,2019,11,,
49530,Cerberus Corporate Credit Solutions Fund II,Cerberus Capital Management,5613,Mezzanine / Debt,North America,Diversified,2020,2020,1,,
49531,Palm Beach Capital Fund V,Palm Beach Capital,8163,Buyout / Corporate Private Equity,North America,Diversified,2020,2020,1,175000000.0,USD
49532,Private Equity Managers 2020,Goldman Sachs Asset Management,954,Fund of Funds / Co-Investment,North America,Diversified,2019,2019,12,,
49537,Apollo ANRP Co-Investors III,Apollo Global Management,8096,Fund of Funds / Co-Investment,Central/Eastern Europe / Western Europe / Middle East/Africa / North America / Latin America / Asia-Pacific,Energy / Oil & Gas / Other / Natural Resources,2019,2019,12,,
49548,BMO First Canadian Capital Partners,BMO Global Asset Management,1952,Fund of Funds / Co-Investment,North America,Diversified,2019,2019,0,,
49571,Goodyear Ventures Fund,Goodyear Ventures,20457,Venture Capital / Growth Equity,North America,TMT / Transport,2020,2020,1,100000000.0,USD
49574,Mantra Capital I,Mantra Capital,20458,Venture Capital / Growth Equity,Asia-Pacific / North America,Consumer Goods / Healthcare / TMT / Agribusiness,2020,2020,1,60000000.0,USD
49591,Liquid 2 Opportunities Fund I,Liquid 2 Ventures,17700,Venture Capital / Growth Equity,North America,TMT,2020,2020,1,20000000.0,USD
49597,ASI Hark Capital III,abrdn,4297,Mezzanine / Debt,North America,Diversified,2020,2020,1,,
49599,Drug Royalties Solutions Fund,Stone Ridge Asset Management,20152,Venture Capital / Growth Equity,North America,Healthcare,2019,2019,12,,
49601,Fathom Capital 2,Fathom Capital,20465,Venture Capital / Growth Equity,North America,TMT,2020,2020,1,30000000.0,USD
49612,Granville Private Equity Partners II,Granville Capital,20471,Buyout / Corporate Private Equity,North America,Diversified,2019,2019,12,,
49614,NextGen Opportunity Fund I,NextGen Venture Partners,17811,Venture Capital / Growth Equity,North America,TMT,2019,2019,12,,
49619,Portfolio Advisors Private Equity Fund 2019,Portfolio Advisors,1013,Fund of Funds / Co-Investment,North America,Diversified,2019,2019,12,250000000.0,USD
49620,CIFC Secondary Opportunities Fund II,CIFC,16813,Secondaries,North America,Diversified,2020,2019,0,,
49636,Mirabaud SME Fund II,Mirabaud Asset Management,18559,Venture Capital / Growth Equity,Western Europe / North America / Asia-Pacific,Consumer Goods,2020,2020,1,,
49641,iCapital-KVP III Access Fund,iCapital Network,20104,Buyout / Corporate Private Equity,North America,Diversified,2020,2020,1,,
49650,Blackstone Tactical Opportunities Fund (Buzz Co-Invest),Blackstone,5611,Fund of Funds / Co-Investment,North America,Diversified,2020,2020,1,,
49673,GEC Partners IV,GEC,11028,Buyout / Corporate Private Equity,Western Europe / Middle East/Africa / Asia-Pacific / North America,Energy / Oil & Gas,2020,2020,1,,
49675,Frontier Fund VI,Frontier Growth,16269,Venture Capital / Growth Equity,North America,Business Services / TMT,2020,2020,1,850000000.0,USD
49682,New MedTech Venture Capital Fund (415 Capital Fund I),415 CAPITAL,20482,Venture Capital / Growth Equity,North America / Western Europe / Central/Eastern Europe / Middle East/Africa,Biotech / Life Science / Healthcare / TMT,2020,2020,1,85000000.0,EUR
49690,Newark Venture Partners Fund II,Newark Venture Partners,16853,Venture Capital / Growth Equity,North America,TMT,2020,2020,1,100000000.0,USD
49714,ICG Private Markets Fund,Intermediate Capital Group,6547,Mezzanine / Debt,North America,Diversified,2019,2019,10,,
49719,Cordillera Royalty & Income Fund,Cordillera Investment Partners,16907,Mezzanine / Debt,North America,Diversified,2020,2020,1,,
49720,Round13 Growth,Round13 Capital,12929,Venture Capital / Growth Equity,North America,Healthcare / TMT,2020,2020,1,,
49743,Hunniwell Lake Healthcare Fund I,Hunniwell Lake Ventures,20522,Venture Capital / Growth Equity,North America,Biotech / Life Science / Healthcare / TMT,2020,2019,10,50000000.0,USD
49747,BlackRock LISI Credit Fund,BlackRock,867,Mezzanine / Debt,North America,Diversified,2020,2020,1,,
49754,Ericsenz-K2 Global Unicorn Fund II,Ericsenz Capital,19873,Buyout / Corporate Private Equity,Asia-Pacific / North America,TMT,2019,2019,11,,
49760,North Coast Venture Fund II,North Coast Venture,15318,Venture Capital / Growth Equity,North America,TMT,2019,2019,8,,
49761,North Coast Angel Fund IV,North Coast Venture,15318,Venture Capital / Growth Equity,North America,TMT,2019,2019,11,,
49765,Active Capital II,Active Capital,18664,Venture Capital / Growth Equity,North America,Business Services / TMT,2020,2020,1,25000000.0,USD
49767,OHA Black Bear Fund,Oak Hill Advisors,12574,Mezzanine / Debt,North America,Diversified,2020,2020,1,,
49769,&VEST Domestic Fund II,&vest,20536,Venture Capital / Growth Equity,North America,Consumer Goods,2020,2020,1,,
49775,Finistere Ventures III,Finistere Ventures,16597,Venture Capital / Growth Equity,North America / Western Europe / Latin America / Middle East/Africa / Asia-Pacific / Central/Eastern Europe,Biotech / Life Science / Consumer Goods / TMT / Agribusiness,2020,2020,1,250000000.0,USD
49776,122 West Ventures II,122 West Ventures,18228,Venture Capital / Growth Equity,North America,TMT,2020,2020,1,35000000.0,USD
49781,Footbridge Partners II,Footbridge Partners,20549,Fund of Funds / Co-Investment,North America,Diversified,2020,2020,1,,
49791,Barings Emerging Generation Fund,Barings,2161,Buyout / Corporate Private Equity,North America,Diversified,2020,2020,1,,
49793,Cobro Ventures Opportunity Fund,Cobro Ventures,20560,Venture Capital / Growth Equity,North America,Biotech / Life Science / TMT,2020,2020,1,,
49794,Abbott Secondary Opportunities Fund II,Abbott Capital Management,6350,Secondaries,Asia-Pacific / North America / Latin America / Central/Eastern Europe / Middle East/Africa / Western Europe,Diversified,2020,2020,1,250000000.0,USD
49803,Sortis Growth Venture Fund,Sortis,20562,Venture Capital / Growth Equity,North America,Consumer Goods / Retail,2019,2020,2,10000000.0,USD
49829,Rising Tide II,Rising Tide,20572,Venture Capital / Growth Equity,North America,TMT,2020,2020,1,,
49838,The Blu Discretionary Fund (Open-ended),Blu Family Office,19144,Buyout / Corporate Private Equity,North America / Western Europe / Latin America / Middle East/Africa / Asia-Pacific / Central/Eastern Europe,Diversified,2019,2019,7,,
49845,Align TMIF II Access Fund,PPB Capital Partners,18204,Fund of Funds / Co-Investment,North America,Diversified,2020,2020,1,,
49847,ff Violet (VI) Venture Capital Fund,ff Venture Capital,13357,Venture Capital / Growth Equity,North America,TMT,2020,2020,1,55000000.0,USD
49849,Operand III Fund,Operand Group,17810,Buyout / Corporate Private Equity,North America,Diversified,2020,2020,1,,
49860,Peninsula Fund VII,Peninsula Capital Partners,6637,Mezzanine / Debt,North America,Consumer Goods / Industrials / Retail / Diversified,2020,2020,1,450000000.0,USD
49861,Altaris Health Partners V,Altaris Capital Partners,12358,Buyout / Corporate Private Equity,Western Europe / North America,Healthcare,2020,2020,1,2500000000.0,USD
49871,SJC Onshore Direct Lending Fund IV,Czech Asset Management,9432,Mezzanine / Debt,North America / Western Europe / Central/Eastern Europe,Diversified,2020,2020,1,,
49873,8VC Fund III,8VC,17030,Venture Capital / Growth Equity,North America,TMT,2020,2020,1,640000000.0,USD
49891,Niagara Plus Income Fund,Lateral Investment Management,18085,Mezzanine / Debt,North America,Consumer Goods / Manufacturing / TMT,2020,2020,2,40000000.0,USD
49893,Sorenson Capital Partners IV,Sorenson,7232,Buyout / Corporate Private Equity,North America,Diversified,2020,2020,3,500000000.0,USD
49916,Team8 Ventures I,Team8,20582,Venture Capital / Growth Equity,Middle East/Africa / North America,TMT,2020,2020,2,,
49931,Performance VC Opportunities Fund I,Performance Equity Management,2043,Fund of Funds / Co-Investment,North America,Diversified,2019,2019,2,,
49932,Performance Regent Street Co-Investment,Performance Equity Management,2043,Fund of Funds / Co-Investment,North America,Diversified,2019,2019,2,,
49946,Da Vinci Emerging Technologies-Fund III,Da Vinci Capital Management,8508,Venture Capital / Growth Equity,Middle East/Africa / Latin America / Central/Eastern Europe / Asia-Pacific / North America / Western Europe,Financial Services / Business Services / TMT / Other,2021,2021,6,300000000.0,USD
49958,Valuestream Ventures 2020 Fund,Valuestream Ventures,18676,Venture Capital / Growth Equity,North America,Financial Services,2020,2020,1,75000000.0,USD
49959,Galvanized Private Equity Fund I,Galvanized Holdings,20587,Buyout / Corporate Private Equity,North America,Diversified,2020,2020,1,40000000.0,USD
49977,LifeSci Venture Partners II,LifeSci Capital,20589,Venture Capital / Growth Equity,North America,Biotech / Life Science,2020,2020,2,,
49978,RPM Ventures IV,RPM Ventures,10880,Venture Capital / Growth Equity,North America,TMT,2020,2020,2,135000000.0,USD
49981,8VC Entrepreneurs Fund III,8VC,17030,Venture Capital / Growth Equity,North America,TMT,2020,2020,2,12500000.0,USD
49989,VPC Investor Fund S,Victory Park Capital,12129,Mezzanine / Debt,North America,Diversified,2020,2020,1,,
49999,Centerbridge Special Credit Partners IV,Centerbridge Partners,7765,Mezzanine / Debt,North America,Diversified,2020,2020,1,4000000000.0,USD
50011,NSV 2020 Preferred LP Fund,New Science Ventures,15752,Venture Capital / Growth Equity,Western Europe / North America / Asia-Pacific,Biotech / Life Science / TMT,2020,2020,1,26000000.0,USD
50013,ITC Rumba Co-Invest,InTandem Capital Partners,18350,Fund of Funds / Co-Investment,North America,Financial Services / Healthcare,2020,2020,2,,
50034,TRP Capital Partners V,TRP Capital Partners,17769,Buyout / Corporate Private Equity,North America,Transport,2020,2020,1,,
50043,Adams Street Venture Innovation Fund III,Adams Street Partners,6359,Fund of Funds / Co-Investment,Asia-Pacific / North America / Central/Eastern Europe / Western Europe,Diversified,2020,2020,2,525000000.0,USD
50044,Adams Street Leaders Fund 2020,Adams Street Partners,6359,Fund of Funds / Co-Investment,North America,Diversified,2020,2020,2,200000000.0,USD
50051,Khosla Ventures IF SPV I,Khosla Ventures,10222,Venture Capital / Growth Equity,North America,TMT,2020,2020,2,84000000.0,USD
50056,Endeavour Capital Fund VIII,Endeavour Capital,6761,Buyout / Corporate Private Equity,North America,Consumer Goods / Business Services / Transport,2020,2020,6,850000000.0,USD
50057,BioPharma Credit Investments V (Open-Ended),Pharmakon Advisors,14438,Mezzanine / Debt,North America / Western Europe,Biotech / Life Science,2019,2019,6,,
50059,Phyto III,Phyto Partners,19259,Venture Capital / Growth Equity,North America,Biotech / Life Science / TMT / Agribusiness,2020,2020,2,50000000.0,USD
50076,MINDSHIFT Capital Fund I,MINDSHIFT Capital,20607,Venture Capital / Growth Equity,Middle East/Africa / North America / Western Europe / Central/Eastern Europe,Diversified,2020,2020,2,10000000.0,USD
50080,Tola Capital Partners II,Tola Capital,16776,Venture Capital / Growth Equity,North America / Western Europe / Central/Eastern Europe,TMT,2020,2020,2,40000000.0,USD
50101,Servco FMIC Fund of Funds,Servco Pacific Capital,20612,Fund of Funds / Co-Investment,North America,Consumer Goods / Business Services,2020,2020,2,,
50109,Altos Roblox SPV 2020,Altos Ventures,10782,Venture Capital / Growth Equity,North America,TMT,2020,2020,2,125000000.0,USD
50118,Claritas Opportunity Fund VI,Claritas Capital,12886,Venture Capital / Growth Equity,North America,Healthcare / TMT,2020,2020,2,,
50124,Varde Skyway 2020 Fund,Värde Partners,8397,Buyout / Corporate Private Equity,North America,Diversified,2020,2020,2,,
50136,Buyout Core Fund IX,50 South Capital,16825,Buyout / Corporate Private Equity,North America,TMT,2020,2020,3,,
50139,AP IX Tiger Co-Invest,Apollo Global Management,8096,Fund of Funds / Co-Investment,North America,Diversified,2020,2020,2,,
50149,Marblegate Tactical Opportunities Fund III,Marblegate Asset Management,17759,Mezzanine / Debt,North America,Diversified,2020,2020,2,,
50156,Yorktown Renewable Energy Infrastructure Fund,Yorktown Partners,6842,Buyout / Corporate Private Equity,North America,Energy / Oil & Gas,2020,2020,1,,
50162,TZP Small Cap Partners II,TZP Group,11875,Buyout / Corporate Private Equity,North America,Consumer Goods / Business Services,2019,2019,2,250000000.0,USD
50172,TPE Boulder Fund 2020,TPE Boulder,6712,Venture Capital / Growth Equity,North America,Diversified,2020,2020,1,7500000.0,USD
50180,Evolution Ventures 2,Evolution,20621,Venture Capital / Growth Equity,North America,TMT,2020,2020,2,,
50185,Motive Capital Cypress Co-Investment,Motive Partners,18415,Fund of Funds / Co-Investment,Western Europe / North America,Financial Services / Business Services / TMT,2020,2020,2,,
50196,Wonder Ventures III,Wonder Ventures,18476,Venture Capital / Growth Equity,North America,TMT,2020,2020,2,30000000.0,USD
50207,NB Crossroads Private Markets Fund VI,Neuberger Berman Private Markets,1801,Buyout / Corporate Private Equity,North America,Diversified,2020,2020,2,,
50209,Miramar Digital Ventures II,Miramar Venture Partners,14648,Venture Capital / Growth Equity,North America,TMT,2020,2020,2,100000000.0,USD
50219,Hirtle Callaghan Alternative Credit Opportunities Portfolio,Hirtle Callaghan & Co.,2838,Mezzanine / Debt,North America,Diversified,2020,2020,3,,
50222,TMAM/Pathway Private Equity Fund V,Pathway Capital Management,6635,Fund of Funds / Co-Investment,North America,Diversified,2020,2020,2,,
50223,Asset Management Ventures V,Asset Management Ventures,13217,Venture Capital / Growth Equity,North America,Biotech / Life Science / Healthcare / TMT,2020,2020,3,150000000.0,USD
50244,Progress Ventures IV,Progress Ventures,14946,Venture Capital / Growth Equity,North America,TMT,2020,2020,3,50000000.0,USD
50246,Argon Ventures I,Argon Ventures,20638,Venture Capital / Growth Equity,North America,TMT,2020,2020,3,30000000.0,USD
50254,Glendower Capital Secondary Opportunities Fund V,Glendower Capital,18631,Secondaries,North America,Diversified,2020,2020,2,3500000000.0,USD
50257,NXT Capital Senior Loan Fund VI,NXT Capital,12191,Mezzanine / Debt,North America,Biotech / Life Science / TMT,2020,2020,2,,
50261,Frontline EMEA Expansion Fund,Frontline,15993,Venture Capital / Growth Equity,North America / Western Europe,TMT,2019,2019,3,,
50270,Indigo Private Credit Fund II,Indigo Global Advisors,20659,Mezzanine / Debt,North America,Other,2020,2020,2,5000000.0,USD
50271,Presidio Loan Fund,HPS Investment Partners,7143,Mezzanine / Debt,North America,Diversified,2020,2020,2,,
50272,XRC Opportunity Fund I,XRC Labs,20660,Venture Capital / Growth Equity,North America,Consumer Goods / Retail / TMT,2020,2020,3,25000000.0,USD
50289,Connect Ventures I,New Enterprise Associates,6610,Venture Capital / Growth Equity,North America,Diversified,2020,2020,3,,
50295,SKK RE Ventures Fund II,Shepherd Kaplan Krochuk,19628,Venture Capital / Growth Equity,North America,Biotech / Life Science / Healthcare / TMT,2020,2020,2,25100000.0,USD
50310,Glasswing Ventures II,Glasswing Ventures,17611,Venture Capital / Growth Equity,North America,TMT,2020,2020,3,150000000.0,USD
50315,ECP Warehouse Fund,Environmental Commodity Partners,20672,Buyout / Corporate Private Equity,North America,Clean Tech / Renewable / Energy / Oil & Gas / Natural Resources,2020,2020,2,55180000.0,USD
50328,WP COREalpha VI,WP Global Partners,2011,Fund of Funds / Co-Investment,North America,Healthcare / Industrials / Business Services / Diversified,2020,2020,3,,
50349,SLW III Private Investors,JP Morgan Asset Management,5687,Buyout / Corporate Private Equity,North America,Diversified,2020,2020,2,,
50354,Commonfund Capital U.S. Private Equity Partners XI,Commonfund Capital,914,Fund of Funds / Co-Investment,North America,Diversified,2020,2020,3,400000000.0,USD
50357,Longley Partners Ventures,Longley Capital,20714,Venture Capital / Growth Equity,North America,TMT,2020,2020,2,,
50367,Nautic Carepathrx Co-Invest,Nautic Partners,6608,Fund of Funds / Co-Investment,North America,Healthcare / Industrials / Business Services,2020,2020,3,500000000.0,USD
50374,BlueCross BlueShield Venture Partners IV,The Blue Venture Fund,11425,Venture Capital / Growth Equity,North America,Healthcare,2020,2020,3,,
50382,Think Ventures Fund II,Think+ Ventures,15740,Venture Capital / Growth Equity,North America,Consumer Goods / Healthcare / TMT,2020,2020,3,30000000.0,USD
50383,RRIF VII,RiverRock Funds,14014,Distressed / Turnaround,North America,Diversified,2020,2020,3,,
50384,Adams Street Private Income Fund,Adams Street Partners,6359,Mezzanine / Debt,North America,Diversified,2020,2020,3,,
50396,Cold Bore Capital Fund II,Cold Bore Capital,20735,Buyout / Corporate Private Equity,North America,Consumer Goods / Healthcare / Business Services,2020,2020,3,200000000.0,USD
50398,Statera Capital Fund,Statera Capital,20736,Buyout / Corporate Private Equity,North America,Other,2020,2020,3,,
50434,Gryphon Partners VI,Gryphon Investors,6517,Buyout / Corporate Private Equity,North America,Diversified,2020,2020,3,2700000000.0,USD
50435,Gryphon Heritage Partners,Gryphon Investors,6517,Buyout / Corporate Private Equity,North America,Diversified,2020,2020,3,650000000.0,USD
50436,STORY3 Consumer Opportunities Fund I,STORY3 Capital Partners,20749,Buyout / Corporate Private Equity,North America,Consumer Goods,2020,2020,3,,
50440,Collaborative Growth,Collaborative Fund,13758,Venture Capital / Growth Equity,North America,TMT,2020,2020,3,500000000.0,USD
50441,Inter-Atlantic Stonybrook Insurtech Ventures II,IA Capital Group,8985,Venture Capital / Growth Equity,North America,TMT,2020,2020,3,,
50442,SDC Digital Infrastructure Opportunity Fund II,SDC Capital Partners,19119,Buyout / Corporate Private Equity,North America / Western Europe,TMT,2020,2020,3,,
50449,CoVenture - No1 Credit Opportunities Fund,CoVenture,17763,Mezzanine / Debt,North America,TMT,2019,2019,9,,
50482,GoldenTree G Distressed Fund 2020,GoldenTree Asset Management,17570,Mezzanine / Debt,North America / Western Europe / Latin America / Central/Eastern Europe / Middle East/Africa / Asia-Pacific,Diversified,2020,2020,3,,
50494,TSG Co-Invest Midco,TSG Consumer Partners,8174,Fund of Funds / Co-Investment,North America,Consumer Goods,2020,2020,3,,
50495,HarbourVest PC Secondaries 2020 Fund,HarbourVest Partners,6523,Secondaries,North America,Diversified,2020,2020,3,,
50497,Fin VC DP,Fin Venture Capital,19866,Venture Capital / Growth Equity,North America,TMT,2019,2019,9,,
50499,Oaktree Mercury Investment Fund,Oaktree Capital Management,5588,Buyout / Corporate Private Equity,North America,Diversified,2020,2020,3,,
50511,Emergent Ventures II,Emergent Ventures,19909,Venture Capital / Growth Equity,North America,TMT,2019,2019,10,,
50512,Private Equity Managers II,Morgan Stanley Alternative Investment Partners,8032,Buyout / Corporate Private Equity,North America,Diversified,2020,2020,3,,
50517,Summit Peak Sourcegraph Coinvest,Summit Peak Investments,20759,Fund of Funds / Co-Investment,North America,Diversified,2020,2020,3,,
50536,MRP SMA I,McGinty Road Partners,19418,Mezzanine / Debt,North America,Diversified,2019,2019,12,,
50537,Next Frontier Venture Fund III,Next Frontier Capital,16760,Venture Capital / Growth Equity,North America,Biotech / Life Science / Clean Tech / Renewable / Healthcare / TMT,2020,2020,3,100000000.0,USD
50540,TBC Castle Global II,Tomales Bay Capital,20765,Venture Capital / Growth Equity,Middle East/Africa / Central/Eastern Europe / Asia-Pacific / Western Europe / Latin America / North America,Diversified,2019,2019,1,,
50544,GoldPoint Partners Select Manager Fund V,GoldPoint Partners,1762,Fund of Funds / Co-Investment,North America,Diversified,2020,2020,2,,
50551,Hildred Capital Co-Invest-DC,Hildred Capital Partners,20141,Fund of Funds / Co-Investment,North America,Diversified,2020,2020,3,,
50554,Savano Capital Partners III,Savano Capital Partners,17668,Venture Capital / Growth Equity,North America,Diversified,2020,2020,7,150000000.0,USD
50573,Village Global II,Village Global,18732,Venture Capital / Growth Equity,North America,TMT,2020,2020,4,,
50577,Acorn Aerospace & Defense Fund V,Acorn Growth Companies,17837,Buyout / Corporate Private Equity,North America,TMT / Other,2020,2020,6,200000000.0,USD
50585,Accolade Partners VIII,Accolade Partners,2790,Fund of Funds / Co-Investment,North America,Healthcare / TMT,2020,2020,3,350000000.0,USD
50590,Navigate Ventures Fund I,Navigate Ventures,20770,Venture Capital / Growth Equity,North America,TMT,2020,2020,4,,
50598,Cross Creek Partners VI,Cross Creek,8314,Venture Capital / Growth Equity,North America,Biotech / Life Science / Consumer Goods / TMT,2020,2020,4,125000000.0,USD
50604,Franklin Park Venture Capital Fund XIII,Franklin Park,1722,Venture Capital / Growth Equity,North America,Diversified,2020,2020,2,,
50617,Blue Scorpion Coinvest 2,Blue Scorpion Investments,18757,Fund of Funds / Co-Investment,North America,Consumer Goods,2020,2020,4,,
50631,Adams Street Partners Senior Private Credit Fund II,Adams Street Partners,6359,Mezzanine / Debt,North America,Diversified,2020,2020,4,,
50638,FundersClub Venture Capital Fund II,FundersClub,13444,Venture Capital / Growth Equity,North America,TMT,2020,2020,4,30000000.0,USD
50643,Courage Credit Opportunities Fund V,Courage Capital Management,12424,Mezzanine / Debt,North America,Consumer Goods / Energy / Oil & Gas / Healthcare / Retail / TMT / Transport,2020,2020,0,300000000.0,USD
50650,Pantheon IPA Fund,Pantheon,1005,Fund of Funds / Co-Investment,North America,Diversified,2020,2020,3,,
50651,AGP Fund I,Aviv Growth Partners,20784,Buyout / Corporate Private Equity,North America / Middle East/Africa,TMT,2020,2020,4,,
50653,SaaStr Fund II,SaaStr,17685,Venture Capital / Growth Equity,North America,TMT,2020,2020,3,70000000.0,USD
50654,Nyca PYNR SPV II,Nyca Partners,15416,Venture Capital / Growth Equity,North America,Financial Services / TMT,2020,2020,1,,
50658,Orthogon Partners II Cayman,Orthogon Partners,18563,Venture Capital / Growth Equity,North America / Western Europe / Latin America,Diversified,2020,2020,2,100000000.0,USD
50664,Riverstone Pattern Energy III,Riverstone Holdings,8459,Buyout / Corporate Private Equity,North America,Clean Tech / Renewable / Energy / Oil & Gas,2020,2020,4,,
50671,VRS/H.I.G. WhiteHorse Direct Lending SMA (open-ended),H.I.G. WhiteHorse,17042,Mezzanine / Debt,North America,Diversified,2020,2020,2,,
50673,Silverfern Global Opportunities Fund III,Silverfern Group,20792,Buyout / Corporate Private Equity,Asia-Pacific / North America,Diversified,2020,2020,3,,
50677,Hamilton Robinson Capital Partners V,Hamilton Robinson Capital Partners,7155,Buyout / Corporate Private Equity,North America,Industrials / TMT,2020,2020,4,175000000.0,USD
50681,Allegis NL Capital,AllegisCyber Capital,6884,Venture Capital / Growth Equity,North America,TMT,2020,2020,4,,
50695,ETA Equity Fund I,ETA Equity Management,20804,Other,North America,Other,2020,2020,4,,
50696,Peachtree Opportunity Fund IV,Homrich Berg,3479,Fund of Funds / Co-Investment,North America,Diversified,2020,2020,3,,
50698,Northstar Mezzanine Partners SBIC,Northstar Capital,6621,Mezzanine / Debt,North America,Financial Services / Healthcare / Industrials / Manufacturing / Business Services,2020,2020,4,,
50721,Pomona X,Pomona Capital,6644,Secondaries,North America / Central/Eastern Europe / Asia-Pacific / Western Europe / Latin America,Diversified,2020,2020,4,2000000000.0,USD
50727,Willow Growth Partners Fund,Willow Growth Partners,20807,Venture Capital / Growth Equity,North America,Consumer Goods / TMT,2020,2020,4,,
50730,TICP Equity III,Sixth Street,19637,Mezzanine / Debt,North America,Diversified,2020,2020,4,,
50733,AG Credit Solutions Fund Annex Dislocation Fund,Angelo Gordon,5225,Mezzanine / Debt,North America,Diversified,2020,2020,6,,
50742,Teng Yue Partners RDLT II,Teng Yue Partners,20797,Venture Capital / Growth Equity,North America,Diversified,2019,2019,7,,
50753,Mucker Early II,Mucker Capital,13480,Venture Capital / Growth Equity,North America,TMT,2020,2020,4,175000000.0,USD
50762,Creacion Ventures I,Creacion Ventures,20812,Venture Capital / Growth Equity,North America / Asia-Pacific,Biotech / Life Science / Healthcare,2020,2020,1,220000000.0,USD
50784,Anthemis Venture Fund II,Anthemis,17109,Venture Capital / Growth Equity,North America / Central/Eastern Europe / Western Europe,Financial Services / TMT,2020,2020,4,,
50792,H. Barton Venture Select IV,H. Barton Asset Management,16152,Venture Capital / Growth Equity,North America,TMT,2020,2020,4,250000000.0,USD
50794,Apollo/Athene Dedicated Investment Program,Apollo Global Management,8096,Buyout / Corporate Private Equity,North America,Financial Services,2019,2019,4,,
50817,ACE Buyout IV,ACE & Company - DELETE,20819,Buyout / Corporate Private Equity,Latin America / North America / Western Europe / Middle East/Africa / Asia-Pacific / Central/Eastern Europe,Diversified,2020,2020,4,,
50819,ACE Buyout IV Co-Investment,ACE & Company - DELETE,20819,Fund of Funds / Co-Investment,Middle East/Africa / Latin America / Central/Eastern Europe / Asia-Pacific / North America / Western Europe,Diversified,2020,2020,4,200000000.0,USD
50822,GCM Grosvenor Private Equity Partners 2020,GCM Grosvenor,2827,Buyout / Corporate Private Equity,North America,Diversified,2020,2020,4,,
50828,Housatonic Equity Investors VII,Housatonic Partners,9033,Buyout / Corporate Private Equity,North America,TMT,2020,2020,4,400000000.0,USD
50832,Harmonic Growth Partners I,Harmonic Growth Partners,20822,Venture Capital / Growth Equity,North America,Diversified,2020,2020,4,200000000.0,USD
50866,TASLM-SD,TowerBrook Capital Partners,7847,Buyout / Corporate Private Equity,North America / Western Europe,Diversified,2020,2020,5,,
50869,TWC Shamrock Co-Invest,True Wind Capital,17284,Fund of Funds / Co-Investment,North America,TMT,2020,2020,5,,
50871,Senior Direct Lending Fund,Private Debt Partners,20838,Mezzanine / Debt,North America,Diversified,2020,2020,5,750000000.0,CAD
50874,Bow River Capital Evergreen Private Equity Fund (Open-Ended),Bow River Capital,2138,Buyout / Corporate Private Equity,North America,Healthcare / Industrials / Business Services / TMT,2020,2020,5,,
50876,Blue Heron Capital HC Co-Invest II,Blue Heron Capital,15020,Fund of Funds / Co-Investment,North America,Healthcare / Business Services / TMT,2019,2019,10,,
50877,AVP Diversified II,AXA Venture Partners,19429,Fund of Funds / Co-Investment,North America / Western Europe / Central/Eastern Europe / Asia-Pacific,Consumer Goods / TMT,2020,2020,3,250000000.0,EUR
50878,Audax Private Equity Junior Capital Fund,Audax Group,6386,Buyout / Corporate Private Equity,North America,Diversified,2020,2020,5,,
50884,NYSCRF Pioneer Co-Investment Fund II,Farol Asset Management,13675,Fund of Funds / Co-Investment,North America,Manufacturing / Other,2020,2020,5,,
50903,9Yards Capital II,9Yards Capital,20845,Venture Capital / Growth Equity,North America,TMT,2020,2020,4,75150000.0,USD
50919,Fintech Collective SL4,FinTech Collective,18127,Venture Capital / Growth Equity,North America,Financial Services / TMT,2019,2019,6,,
50921,CoVenture - Vantage Credit Opportunities Fund,CoVenture,17763,Mezzanine / Debt,North America,TMT,2020,2020,5,,
50926,Ono Venture Investment Fund I,Ono Venture Investment,20855,Venture Capital / Growth Equity,North America,Diversified,2020,2020,7,100000000.0,USD
